settlement_id,batch_id,line_type,payment_id,refund_id,gross,fee,tax,net,settled_event_date
SET_1E6D522E8C9E,BAT_995B5FFD2724,payment,PAY_E48F153947E9,,8957.96,0.00,0.00,8957.96,2026-09-04
SET_1FCDB3C91BE4,BAT_15F19E75922D,payment,PAY_6C18DB48B03A,,5393.79,0.00,0.00,5393.79,2026-09-04
SET_20D3E836D1C4,BAT_15F19E75922D,payment,PAY_81A177AECCFB,,6419.66,0.00,0.00,6419.66,2026-09-04
SET_20ECBC05CFEC,BAT_15F19E75922D,payment,PAY_A5416A50A82A,,6883.11,161.75,29.12,6692.24,2026-09-04
SET_21510152D227,BAT_15F19E75922D,payment,PAY_BA5352D2C9DD,,3608.72,0.00,0.00,"3,608.72",2026-09-04
SET_217D43D9F87A,BAT_995B5FFD2724,payment,PAY_F1AE623B7E73,,4084.52,0.00,0.00,4084.52,2026-09-04
SET_25F954B13A87,BAT_DBC547967AC1,payment,PAY_B77FE324FCA7,,55334.93,996.03,179.29,54159.61,2026-09-02
SET_263078FFFEF9,BAT_15F19E75922D,payment,PAY_9EB24A4621C9,,5669.75,0.00,0.00,5669.75,2026-09-04
SET_26AEF03658B3,BAT_AE552EB6121F,payment,PAY_A596FF94A4FA,,42722.31,0.00,0.00,42722.31,2026-09-04
SET_2B115BC68E50,BAT_995B5FFD2724,payment,PAY_18D1BB795BD8,,11053.29,0.00,0.00,11053.29,2026-09-04
SET_2B299279C463,BAT_15F19E75922D,payment,PAY_6D52A1C4B82C,,7209.51,0.00,0.00,7209.51,2026-09-04
SET_2B3F931E8F6F,BAT_15F19E75922D,payment,PAY_5DAFF26A39F6,,6610.30,155.34,27.96,6427.00,2026-09-04
SET_2B56954EA358,BAT_15F19E75922D,payment,PAY_B275EB22D93D,,7618.79,0.00,0.00,7618.79,2026-09-04
SET_2B7F71DC9A85,BAT_995B5FFD2724,payment,PAY_6FE0A1F82D26,,6745.25,118.04,21.25,6605.96,2026-09-04
SET_2E481E66F06B,BAT_15F19E75922D,payment,PAY_00236C1BC6E5,,2770.23,0.00,0.00,2770.23,2026-09-04
SET_2EA52CF93A67,BAT_15F19E75922D,payment,PAY_90A719BB8CA1,,6894.41,137.89,24.82,6731.70,2026-09-04
SET_2EF0B472194C,BAT_15F19E75922D,payment,PAY_02216FB7D5CA,,7443.68,174.93,31.49,7237.26,2026-09-04
SET_2FF8F492023E,BAT_AE552EB6121F,payment,PAY_33FE0B77384D,,24365.06,389.84,70.17,23905.05,2026-09-04
SET_31E31ED2C6CF,BAT_995B5FFD2724,payment,PAY_C498F59B5149,,13370.08,0.00,0.00, 13370.08 ,2026-09-04
SET_32514C4EA02B,BAT_995B5FFD2724,payment,PAY_917DBC4A0356,,14051.49,0.00,0.00,14051.49,2026-09-04
SET_32693CC7A96A,BAT_15F19E75922D,payment,PAY_AC9F64C8136A,,7144.61,0.00,0.00,7144.61,2026-09-04
SET_338FF9B149CB,BAT_995B5FFD2724,payment,PAY_84F2EC26E0AE,,8259.75,144.55,26.02,8089.18,2026-09-04
SET_3601B932BDA0,BAT_15F19E75922D,payment,PAY_D0192619F737,,4788.73,0.00,0.00,4788.73,2026-09-04
SET_3872DC0BC763,BAT_15F19E75922D,payment,PAY_4B0E067DFE85,,427.11,0.00,0.00,427.11,2026-09-04
SET_38CDF26E02A1,BAT_995B5FFD2724,payment,PAY_59E3958E4466,,17286.42,345.73,62.23,16878.46,2026-09-04
SET_39BDCF0D6EE1,BAT_995B5FFD2724,payment,PAY_7F9552FB7AE9,,7276.82,0.00,0.00,7276.82,2026-09-04
SET_3A1BF6A1EDF5,BAT_AE552EB6121F,payment,PAY_C40B5942E23D,,5320.34,0.00,0.00,5320.34,2026-09-04
SET_3A273C457F74,BAT_995B5FFD2724,payment,PAY_C47AB6EBB75F,,19674.73,393.49,70.83,19210.41,2026-09-04
SET_3A9D899F21B2,BAT_AE552EB6121F,payment,PAY_2AC589AB7AC9,,53309.67,959.57,172.72,52177.38,2026-09-04
SET_3AE094EC11A4,BAT_995B5FFD2724,payment,PAY_25DFA21150C5,,17001.95,340.04,61.21,16600.70,2026-09-04
SET_3B015C815ED6,BAT_995B5FFD2724,payment,PAY_9167EE5C607E,,2111.60,0.00,0.00,2111.60,2026-09-04
SET_3B4EC15A7665,BAT_995B5FFD2724,payment,PAY_53617122F092,,21378.32,427.57,76.96,20873.79,2026-09-04
SET_3E13E284DBB6,BAT_995B5FFD2724,payment,PAY_D2FA53C86D0D,,10981.12,0.00,0.00,10981.12,2026-09-04
SET_3E7DB0286411,BAT_995B5FFD2724,payment,PAY_65FF9B240A46,,20032.09,420.67,75.72,19535.70,2026-09-04
SET_3EF268AA85FB,BAT_AE552EB6121F,payment,PAY_A3A7CFB25898,,1398.45,25.17,4.53,1368.75,2026-09-04
SET_3FAEF7E3C668,BAT_15F19E75922D,payment,PAY_8533F642646E,,7449.64,0.00,0.00,"7,449.64",2026-09-04
SET_4033DD010B75,BAT_995B5FFD2724,payment,PAY_7709B717D5E5,,2838.33,0.00,0.00,2838.33,2026-09-04
SET_40F041F6734F,BAT_15F19E75922D,payment,PAY_95053CE9D2B9,,7670.57,145.74,26.23,7498.60,2026-09-04
SET_424FFAEAC0BE,BAT_995B5FFD2724,payment,PAY_D7E554FB7899,,4500.42,78.76,14.18,4407.48,2026-09-04
SET_43127A14251F,BAT_15F19E75922D,payment,PAY_E611407E2B03,,6741.37,0.00,0.00, 6741.37 ,2026-09-04
SET_4362AF93C178,BAT_AE552EB6121F,payment,PAY_803A0E8454D3,,39193.72,627.10,112.88,38453.74,2026-09-04
SET_43F729ECBFBF,BAT_AE552EB6121F,payment,PAY_8FB9BA7FB902,,33140.38,646.24,116.32,32377.82,2026-09-04
SET_44A0E94541AE,BAT_AE552EB6121F,payment,PAY_46D5DCAE1F2F,,22569.75,406.26,73.13,22090.36,2026-09-04
SET_453244433789,BAT_15F19E75922D,payment,PAY_EA4BAE768F43,,3612.08,84.88,15.28,3511.92,2026-09-04
SET_4580D17A3D61,BAT_AE552EB6121F,payment,PAY_4B3D5E8AA8A1,,12275.14,220.95,39.77,12014.42,2026-09-04
SET_473F57C3064B,BAT_15F19E75922D,payment,PAY_600E27B475ED,,5211.16,0.00,0.00, 5211.16 ,2026-09-04
SET_49C9C54CC851,BAT_AE552EB6121F,payment,PAY_357C6275FBB2,,55804.65,1004.48,180.81,54619.36,2026-09-04
SET_4A90FDF420E8,BAT_15F19E75922D,payment,PAY_BD647477C927,,7205.56,0.00,0.00,7205.56,2026-09-04
SET_4BC2EE3404DF,BAT_15F19E75922D,payment,PAY_C6C1EDEA64DD,,5991.22,119.82,21.57,5849.83,2026-09-04
SET_4E3AFF95A0A0,BAT_15F19E75922D,payment,PAY_888F23BB0657,,5170.85,0.00,0.00,5170.85,2026-09-04
SET_4E7BB6C02197,BAT_15F19E75922D,payment,PAY_302CD228724E,,1076.59,0.00,0.00,1076.59,2026-09-04
SET_4EE73F5C75AE,BAT_AE552EB6121F,refund,PAY_6C034B8651E0,RFD_CAB7389D1C76,0.00,0.00,0.00,-33307.30,2026-09-04
SET_504867C1641C,BAT_AE552EB6121F,payment,PAY_5FD8D3BAA4B8,,30458.93,548.26,98.69,29811.98,2026-09-04
SET_50A272522F65,BAT_AE552EB6121F,payment,PAY_C44E14F45EAB,,35164.09,562.63,101.27,34500.19,2026-09-04
SET_5128CDF52D8E,BAT_15F19E75922D,payment,PAY_189D263CC724,,4743.23,90.12,16.22,4636.89,2026-09-04
SET_5137778DFDC3,BAT_15F19E75922D,payment,PAY_F8841D5C22C1,,5533.70,0.00,0.00,5533.70,2026-09-04
SET_5146D5729EF2,BAT_15F19E75922D,payment,PAY_34F7F7F3F01B,,688.02,16.17,2.91,668.94,2026-09-04
SET_532353B495E2,BAT_995B5FFD2724,payment,PAY_3578A08D7949,,12613.94,252.28,45.41,12316.25,2026-09-04
SET_542274100991,BAT_995B5FFD2724,payment,PAY_F907F6960957,,16887.71,354.64,63.84,16469.23,2026-09-04
SET_54792F64D94A,BAT_AE552EB6121F,payment,PAY_562936EACD9E,,13283.81,212.54,38.26,13033.01,2026-09-04
SET_5626A6649C24,BAT_995B5FFD2724,payment,PAY_207CFD5C7858,,12811.04,256.22,46.12,12508.70,2026-09-04
SET_567C664D0A95,BAT_995B5FFD2724,payment,PAY_B734B63E611C,,4407.89,88.16,15.87,4303.86,2026-09-04
SET_584B5A46F3CF,BAT_15F19E75922D,payment,PAY_0CB41E3520B9,,5607.40,0.00,0.00,5607.40,2026-09-04
SET_58EBA5219BA5,BAT_15F19E75922D,payment,PAY_EF6B9BBC34B2,,2585.24,0.00,0.00,2585.24,2026-09-04
SET_590D3C4A6532,BAT_15F19E75922D,payment,PAY_E1AE667DA35B,,625.72,0.00,0.00,625.72,2026-09-04
SET_59410D4C3CE6,BAT_15F19E75922D,payment,PAY_DFF028176F9C,,1371.57,26.06,4.69,"1,340.82",2026-09-04
SET_599CC5C2FAF4,BAT_995B5FFD2724,payment,PAY_503E79ED0209,,15728.90,0.00,0.00,15728.90,2026-09-04
SET_59CB2FB96F6D,BAT_AE552EB6121F,payment,PAY_F0CDF06AAC24,,15757.54,252.12,45.38,15460.04,2026-09-04
SET_59DAC6A642C4,BAT_15F19E75922D,payment,PAY_B9C854ED8B3F,,4170.52,0.00,0.00,4170.52,2026-09-04
SET_5ABB5774FED9,BAT_15F19E75922D,payment,PAY_06D7E0384C40,,7691.63,153.83,27.69,7510.11,2026-09-04
SET_5AF2FA71AA1E,BAT_15F19E75922D,payment,PAY_319A0C7352C9,,2615.04,0.00,0.00,2615.04,2026-09-04
SET_5BCFD3BB2586,BAT_15F19E75922D,payment,PAY_591153423C1B,,3943.48,0.00,0.00,3943.48,2026-09-04
SET_5C22513F32D0,BAT_995B5FFD2724,payment,PAY_1E9FE0E490B1,,8501.04,170.02,30.60,8300.42,2026-09-04
SET_5FF9FA654DED,BAT_15F19E75922D,payment,PAY_746B48951598,,3255.38,0.00,0.00,3255.38,2026-09-04
SET_61B2850C1DED,BAT_995B5FFD2724,payment,PAY_572D999AF4C3,,4956.57,99.13,17.84,4839.60,2026-09-04
SET_624C315022EA,BAT_995B5FFD2724,payment,PAY_6A7750BE3C91,,5649.65,0.00,0.00,5649.65,2026-09-04
SET_657CA6D405FF,BAT_AE552EB6121F,payment,PAY_54E1954B6261,,30597.95,550.76,99.14,29948.05,2026-09-04
SET_65BD7D51ED06,BAT_995B5FFD2724,payment,PAY_4F09DA8C74DB,,4882.03,0.00,0.00,"4,882.03",2026-09-04
SET_65D86BA8AA5C,BAT_AE552EB6121F,payment,PAY_0F395CB5929B,,5773.17,103.92,18.71,5650.54,2026-09-04
SET_6779786D77AC,BAT_995B5FFD2724,payment,PAY_836542C1AC88,,9661.22,193.22,34.78,9433.22,2026-09-04
SET_6872A3A376A5,BAT_995B5FFD2724,payment,PAY_203390DD1074,,2028.21,40.56,7.30,1980.35,2026-09-04
SET_6888A9A7DC95,BAT_AE552EB6121F,payment,PAY_6A3391615BAE,,14392.02,259.06,46.63,14086.33,2026-09-04
SET_69DAFB6205EA,BAT_15F19E75922D,payment,PAY_531466DECCC7,,3334.67,0.00,0.00,3334.67,2026-09-04
SET_6A2FB9245D8A,BAT_15F19E75922D,payment,PAY_E3D8D73B8494,,5580.25,0.00,0.00,5580.25,2026-09-04
SET_6CAEDBBEFF51,BAT_995B5FFD2724,payment,PAY_15F855E6BB7A,,10828.57,0.00,0.00,10828.57,2026-09-04
SET_6DEB4599819B,BAT_AE552EB6121F,payment,PAY_9C5C2F8AEA91,,58011.55,1044.21,187.96,56779.38,2026-09-04
SET_7212C909FE19,BAT_995B5FFD2724,payment,PAY_329AC42C6C7D,,17049.11,0.00,0.00,17049.11,2026-09-04
SET_72661692F552,BAT_AE552EB6121F,payment,PAY_B66075C80560,,3319.35,0.00,0.00,3319.35,2026-09-04
SET_752CB39DE8F8,BAT_AE552EB6121F,refund,PAY_C32EF146CA5C,RFD_CF9BB4008BE3,0.00,0.00,0.00,-14880.71,2026-09-04
SET_75C7E7B50928,BAT_15F19E75922D,payment,PAY_AF8AD4938A87,,1993.65,0.00,0.00,1993.65,2026-09-04
SET_76AC3414AD45,BAT_995B5FFD2724,payment,PAY_7D3BEC8A2559,,16177.45,323.55,58.24,15795.66,2026-09-04
SET_7848DAD3F7D9,BAT_DBC547967AC1,payment,PAY_BE2C1FE5E2AB,,58423.36,1051.62,189.29,57182.45,2026-09-02
SET_78821C565C86,BAT_995B5FFD2724,payment,PAY_B9A16754BD43,,17789.05,0.00,0.00,17789.05,2026-09-04
SET_7886B91C4F18,BAT_AE552EB6121F,payment,PAY_2CE58769D90C,,40942.32,0.00,0.00,40942.32,2026-09-04
SET_79DE41752243,BAT_995B5FFD2724,payment,PAY_6AD2422FB7BC,,7778.44,163.35,29.40,7585.69,2026-09-04
SET_7AB72CB9E094,BAT_995B5FFD2724,payment,PAY_BAFE523E8991,,10948.98,0.00,0.00,10948.98,2026-09-04
SET_7B3A389E421A,BAT_995B5FFD2724,payment,PAY_3AC365B465C9,,15001.66,300.03,54.01,14647.62,2026-09-04
SET_7B44F09FE379,BAT_15F19E75922D,payment,PAY_B47E1E869CE0,,4922.00,0.00,0.00,4922.00,2026-09-04
SET_7D1C4BE0706C,BAT_15F19E75922D,payment,PAY_285ED90A9B2C,,668.14,0.00,0.00,668.14,2026-09-04
SET_7D28228B3DE2,BAT_AE552EB6121F,payment,PAY_6ADCD58EC003,,48956.89,881.22,158.62,47917.05,2026-09-04
SET_7D2FD1A2828B,BAT_AE552EB6121F,payment,PAY_4A62DE177C5B,,32226.66,580.08,104.41,31542.17,2026-09-04
SET_7D951719F46F,BAT_995B5FFD2724,payment,PAY_A9999C01F987,,14493.46,0.00,0.00,14493.46,2026-09-04
SET_7E3343B469F2,BAT_DBC547967AC1,payment,PAY_121B30B1B451,,29451.99,574.31,103.38,28774.30,2026-09-02
SET_7E8E5458876A,BAT_15F19E75922D,payment,PAY_6AAAF4AF5D97,,5476.69,0.00,0.00, 5476.69 ,2026-09-04
SET_7F550C4AC0D8,BAT_15F19E75922D,payment,PAY_5E13F0A2138C,,1698.92,0.00,0.00,1698.92,2026-09-04
SET_7F822978B6DF,BAT_15F19E75922D,payment,PAY_1E9A9AB4FC34,,4000.75,0.00,0.00,4000.75,2026-09-04
SET_8071BB4E5237,BAT_AE552EB6121F,payment,PAY_D9BC97617EDE,,18834.65,0.00,0.00,18834.65,2026-09-04
SET_80DB534FB3D0,BAT_AE552EB6121F,payment,PAY_E2216B7866AA,,39481.95,710.68,127.92,38643.35,2026-09-04
SET_81DC72A2A474,BAT_15F19E75922D,payment,PAY_100AA727B2E3,,5843.81,137.33,24.72,5681.76,2026-09-04
SET_82A52E3EED63,BAT_15F19E75922D,payment,PAY_6949AF96DBD9,,2602.03,0.00,0.00,2602.03,2026-09-04
SET_82F1C94A58E5,BAT_995B5FFD2724,payment,PAY_663CDBE1997C,,15208.49,0.00,0.00,15208.49,2026-09-04
SET_84456C0A8DF5,BAT_995B5FFD2724,payment,PAY_5A52A8FB8A24,,4193.76,73.39,13.21,4107.16,2026-09-04
SET_85F85D8EA130,BAT_AE552EB6121F,payment,PAY_D491210F4D10,,38302.92,689.45,124.10,37489.37,2026-09-04
SET_860F24703C28,BAT_15F19E75922D,payment,PAY_FE23725A2727,,1324.58,0.00,0.00,1324.58,2026-09-04
SET_8663836E2E54,BAT_15F19E75922D,payment,PAY_C7BA235CCDCD,,2070.85,0.00,0.00,2070.85,2026-09-04
SET_878E24F710D6,BAT_995B5FFD2724,payment,PAY_FA0783499B17,,4819.38,96.39,17.35,4705.64,2026-09-04
SET_8A97EE164695,BAT_15F19E75922D,payment,PAY_5CBCCFDC67F6,,1937.72,45.54,8.20,1883.98,2026-09-04
SET_8A9CB883C39A,BAT_995B5FFD2724,payment,PAY_879AADBB6C2F,,1251.35,25.03,4.51,1221.81,2026-09-04
SET_8BDA4275CAA2,BAT_995B5FFD2724,payment,PAY_7DADDE7AD663,,4731.80,0.00,0.00,4731.80,2026-09-04
SET_8CBF1F57BE60,BAT_AE552EB6121F,payment,PAY_AC1CFD3F9297,,24419.03,390.70,70.33,23958.0,2026-09-04
SET_8D100A62A1B0,BAT_15F19E75922D,payment,PAY_6DFB20144FE6,,6733.14,0.00,0.00,6733.14,2026-09-04
SET_911ACB9E1543,BAT_995B5FFD2724,payment,PAY_1C4322554B39,,7015.71,147.33,26.52,6841.86,2026-09-04
SET_923EC3084EBF,BAT_AE552EB6121F,payment,PAY_EE84AD38E513,,39326.53,707.88,127.42,38491.23,2026-09-04
SET_92E7F5BE5309,BAT_AE552EB6121F,payment,PAY_8712401DFFFD,,10315.42,0.00,0.00,10315.42,2026-09-04
SET_933E4D88EEC3,BAT_74A1F1B3BD4D,payment,PAY_A0DB9EF79727,,6976.12,0.00,0.00,6976.12,2026-09-02
SET_93483203E20B,BAT_AE552EB6121F,payment,PAY_EDD5A09B2E6B,,23709.58,0.00,0.00,23709.58,2026-09-04
SET_945F351CE707,BAT_15F19E75922D,payment,PAY_4128F293DE64,,7273.82,0.00,0.00,7273.82,2026-09-04
SET_9624DEACB9B7,BAT_15F19E75922D,payment,PAY_EF974D377CE0,,2587.46,0.00,0.00,2587.46,2026-09-04
SET_96AE54BAF98F,BAT_15F19E75922D,payment,PAY_7DD0256070C8,,964.88,0.00,0.00,964.88,2026-09-04
SET_97AD731E8A6B,BAT_AE552EB6121F,payment,PAY_5033A564D70D,,8911.98,160.42,28.88,8722.68,2026-09-04
SET_97F8CCA0CC50,BAT_995B5FFD2724,payment,PAY_A7544C6234C8,,2220.60,0.00,0.00,2220.6,2026-09-04
SET_989CD4315DC6,BAT_15F19E75922D,payment,PAY_44FBE89D1EA7,,814.15,19.13,3.44,791.58,2026-09-04
SET_9B6367078E0B,BAT_AE552EB6121F,payment,PAY_39DEEE073A31,,57041.26,1026.74,184.81, 55829.71 ,2026-09-04
SET_9C5F2189449B,BAT_AE552EB6121F,payment,PAY_6B006AF7F331,,38990.99,623.86,112.29,38254.84,2026-09-04
SET_9E521C8CA052,BAT_AE552EB6121F,payment,PAY_B2FD5E0B6963,,10253.29,184.56,33.22,10035.51,2026-09-04
SET_9EBE21B8F65E,BAT_995B5FFD2724,refund,PAY_6AC60518C954,RFD_E61FD4857395,0.00,0.00,0.00,-19016.35,2026-09-04
SET_9EC2C43C0957,BAT_AE552EB6121F,refund,PAY_F47E4FF9F47B,RFD_5EC3F516DB8C,0.00,0.00,0.00,-46111.46,2026-09-04
SET_9F5A360E6CCD,BAT_AE552EB6121F,payment,PAY_6653CCAA4468,,40066.43,0.00,0.00,40066.43,2026-09-04
SET_9F61CE9DD4F6,BAT_AE552EB6121F,payment,PAY_B570F6AD2F80,,21776.25,391.97,70.55,21313.73,2026-09-04
SET_A082A657BF19,BAT_995B5FFD2724,payment,PAY_79E4E1C13E09,,297.69,5.21,0.94,291.54,2026-09-04
SET_A0C22EE0DCDD,BAT_995B5FFD2724,payment,PAY_9F1351EC6FB9,,4391.28,87.83,15.81,4287.64,2026-09-04
SET_A2B908DAEE30,BAT_15F19E75922D,payment,PAY_CDDFAFB9CE0E,,3343.07,66.86,12.03,3264.18,2026-09-04
SET_A381D6B36CBC,BAT_15F19E75922D,payment,PAY_9F50DAA144EC,,1993.65,0.00,0.00,1993.65,2026-09-04
SET_A56627B847DC,BAT_4A2225E2D987,payment,PAY_2220664FF1DC,,20594.25,432.48,77.85, 20083.92 ,2026-09-03
SET_A5C6A4AFD1B7,BAT_995B5FFD2724,payment,PAY_ADC1A70D607F,,22090.15,0.00,0.00,22090.15,2026-09-04
SET_A7803900D4FC,BAT_995B5FFD2724,refund,PAY_4844EFB825EC,RFD_8171BCCD24B4,0.00,0.00,0.00,-1518.67,2026-09-04
SET_A8568533F325,BAT_995B5FFD2724,payment,PAY_AD99293D334D,,8478.09,0.00,0.00,8478.09,2026-09-04
SET_A8F0B5F30161,BAT_AE552EB6121F,payment,PAY_42BDF578B42F,,46089.51,0.00,0.00,46089.51,2026-09-04
SET_A9A21D688BAD,BAT_AE552EB6121F,payment,PAY_BB3422D9E9F9,,6631.91,119.37,21.49,6491.05,2026-09-04
SET_A9B23DEFFAA6,BAT_AE552EB6121F,payment,PAY_49A795877091,,47778.58,764.46,137.60,46876.52,2026-09-04
SET_A9DEE5622A02,BAT_15F19E75922D,payment,PAY_AD9E866E1470,,1722.71,0.00,0.00,"1,722.71",2026-09-04
SET_AA94F39C3AB5,BAT_995B5FFD2724,payment,PAY_480F5A7B73FD,,690.43,0.00,0.00,690.43,2026-09-04
SET_AB6BEEB2456D,BAT_995B5FFD2724,payment,PAY_F01690B7A78E,,8519.09,0.00,0.00,8519.09,2026-09-04
SET_ACF697964B5A,BAT_AE552EB6121F,payment,PAY_832D5ACF161D,,18901.57,0.00,0.00,18901.57,2026-09-04
SET_ACFA36A809CF,BAT_995B5FFD2724,payment,PAY_E36B0F88BBAC,,21922.47,0.00,0.00,21922.47,2026-09-04
SET_AD379A4AEAD9,BAT_995B5FFD2724,payment,PAY_E93D8E256CDC,,16700.75,0.00,0.00,16700.75,2026-09-04
SET_AD9DE120A3EF,BAT_AE552EB6121F,payment,PAY_02CF2B8FC419,,34796.41,626.34,112.74,34057.33,2026-09-04
SET_ADFCB9F4A3AC,BAT_15F19E75922D,payment,PAY_0FF9BF6993F1,,4640.01,92.80,16.70,4530.51,2026-09-04
SET_AEBE68C1E694,BAT_AE552EB6121F,payment,PAY_6E7DC8F8E38B,,34108.52,545.74,98.23,33464.55,2026-09-04
SET_AF5CB6CFBC12,BAT_AE552EB6121F,payment,PAY_0F7CEB5EB391,,31172.44,498.76,89.78,30583.90,2026-09-04
SET_AF7A84FAE5AE,BAT_AE552EB6121F,payment,PAY_67C748E617AE,,2382.91,42.89,7.72,2332.30,2026-09-04
SET_B1F162CC4970,BAT_AE552EB6121F,payment,PAY_011859385F64,,42624.84,767.25,138.11,41719.48,2026-09-04
SET_B32E13D358EB,BAT_74A1F1B3BD4D,payment,PAY_E305268C9204,,1756.47,33.37,6.01,1717.09,2026-09-02
SET_B333D63B8E09,BAT_995B5FFD2724,payment,PAY_54BF2D80A532,,23700.66,0.00,0.00,23700.66,2026-09-04
SET_B514552CD6BC,BAT_15F19E75922D,payment,PAY_EB62E1F66709,,2389.10,0.00,0.00,2389.10,2026-09-04
SET_B53CC7B8DC20,BAT_995B5FFD2724,refund,PAY_26469C1EC7B3,RFD_4772D348B4A0,0.00,0.00,0.00,-8076.02,2026-09-04
