order_id,invoice_no,gross,order_date,customer_id,sku
ORD_44C9826495AD,INV-C-11-000051,12917.15,2026-09-11,CUST-PROFILE_C-00013,SKU-CW-INVERTER
ORD_4555E793082A,INV-C-11-000064,42341.55,2026-09-11,CUST-PROFILE_C-00326,SKU-CW-PANEL
ORD_4A03A008E265,INV-B-11-000046,301.84,2026-09-11,CUST-PROFILE_B-00705,SKU-BP-MEAL
ORD_4A1F71F8D17F,INV-A-11-000020,3885.47,2026-09-11,CUST-PROFILE_A-00341,SKU-AR-LINEN
ORD_4B2547CFADDB,INV-C-11-000070,58350.98,2026-09-11,CUST-PROFILE_C-00090,SKU-CW-PANEL
ORD_4C5F041955D7,INV-B-11-000037,4664.35,2026-09-11,CUST-PROFILE_B-00551,SKU-BP-DESSERT
ORD_4E119D8D4205,INV-C-11-000067,46912.86,2026-09-11,CUST-PROFILE_C-00379,SKU-CW-PANEL
ORD_4E95AFA43BA1,INV-B-11-000050,3680.01,2026-09-11,CUST-PROFILE_B-01381,SKU-BP-DESSERT
ORD_4FD537D0FC06,INV-C-11-000009,5845.42,2026-09-11,CUST-PROFILE_C-00372,SKU-CW-CABLE
ORD_4FF5740A7EFA,INV-B-11-000066,5215.50,2026-09-11,CUST-PROFILE_B-01095,SKU-BP-BEVERAGE
ORD_50F446AB4342,INV-C-11-000065,19657.17,2026-09-11,CUST-PROFILE_C-00186,SKU-CW-PANEL
ORD_526E462816B0,INV-C-11-000033,2405.85,2026-09-11,CUST-PROFILE_C-00334,SKU-CW-CABLE
ORD_5336A1D3AFE4,INV-C-11-000002,52138.71,2026-09-11,CUST-PROFILE_C-00124,SKU-CW-PANEL
ORD_53B22468DE98,INV-C-11-000021,18812.78,2026-09-11,CUST-PROFILE_C-00056,SKU-CW-MOUNT
ORD_5431F08D719E,INV-B-11-000057,1223.60,2026-09-11,CUST-PROFILE_B-01339,SKU-BP-MEAL
ORD_54F2066CA344,INV-B-11-000017,2116.50,2026-09-11,CUST-PROFILE_B-01157,SKU-BP-BEVERAGE
ORD_56BF3F040DD7,INV-B-11-000001,1630.43,2026-09-11,CUST-PROFILE_B-00244,SKU-BP-MEAL
ORD_56F9320B1864,INV-B-11-000015,7844.59,2026-09-11,CUST-PROFILE_B-00630,SKU-BP-DESSERT
ORD_5AB5B76670A5,INV-A-11-000048,17891.49,2026-09-11,CUST-PROFILE_A-00641,SKU-AR-TABLEWARE
ORD_5ABF7296953E,INV-C-11-000045,10906.64,2026-09-11,CUST-PROFILE_C-00134,SKU-CW-PANEL
ORD_5C65258A0778,INV-B-11-000079,7932.78,2026-09-11,CUST-PROFILE_B-01165,SKU-BP-BEVERAGE
ORD_5CD06CC23B74,INV-C-11-000025,42636.36,2026-09-11,CUST-PROFILE_C-00200,SKU-CW-INVERTER
ORD_5D6E2AB5EF78,INV-B-11-000051,6509.35,2026-09-11,CUST-PROFILE_B-00146,SKU-BP-BEVERAGE
ORD_5FB3EDF0798E,INV-B-11-000062,378.18,2026-09-11,CUST-PROFILE_B-00263,SKU-BP-DESSERT
ORD_602EDE9C0D70,INV-C-11-000034,43393.92,2026-09-11,CUST-PROFILE_C-00082,SKU-CW-CABLE
ORD_615BDE229B09,INV-C-11-000026,42009.61,2026-09-11,CUST-PROFILE_C-00146,SKU-CW-CABLE
ORD_618DF142C94D,INV-A-11-000040,6027.83,2026-09-11,CUST-PROFILE_A-00858,SKU-AR-TABLEWARE
ORD_6215620DFD64,INV-C-11-000072,11619.01,2026-09-11,CUST-PROFILE_C-00031,SKU-CW-INVERTER
ORD_62DCE284A7A1,INV-A-11-000066,6244.30,2026-09-11,CUST-PROFILE_A-00486,SKU-AR-KITCHEN
ORD_64B10B57D900,INV-B-11-000021,4965.16,2026-09-11,CUST-PROFILE_B-01407,SKU-BP-MEAL
ORD_66CD420E9845,INV-B-11-000068, 1826.92 ,2026-09-11,CUST-PROFILE_B-01449,SKU-BP-DESSERT
ORD_6707AA89A173,INV-C-11-000041, 39944.00 ,2026-09-11,CUST-PROFILE_C-00036,SKU-CW-CABLE
ORD_67102CA7F850,INV-B-11-000000,4124.84,2026-09-11,CUST-PROFILE_B-01460,SKU-BP-MEAL
ORD_67888033BF09,INV-C-11-000010,35796.3,2026-09-11,CUST-PROFILE_C-00168,SKU-CW-CABLE
ORD_678E649C1D47,INV-B-11-000029,7603.54,2026-09-11,CUST-PROFILE_B-00734,SKU-BP-MEAL
ORD_67FD7C65823F,INV-C-11-000078,37631.48,2026-09-11,CUST-PROFILE_C-00099,SKU-CW-CABLE
ORD_6899CD1C7E4A,INV-B-11-000003,3159.56,2026-09-11,CUST-PROFILE_B-00397,SKU-BP-DESSERT
ORD_690F7FEC044C,INV-A-11-000081,16805.66,2026-09-11,CUST-PROFILE_A-00712,SKU-AR-LINEN
ORD_69AD2295FD00,INV-B-11-000060,4425.59,2026-09-11,CUST-PROFILE_B-00217,SKU-BP-BEVERAGE
ORD_6D1B93C664C4,INV-A-11-000013,21385.56,2026-09-11,CUST-PROFILE_A-00871,SKU-AR-TABLEWARE
ORD_6DB0332D1F43,INV-C-11-000040,6358.79,2026-09-11,CUST-PROFILE_C-00016,SKU-CW-CABLE
ORD_6FC21702182A,INV-A-11-000053,"10,637.74",2026-09-11,CUST-PROFILE_A-00215,SKU-AR-LINEN
ORD_7097EF57EB3B,INV-A-11-000029,"24,770.71",2026-09-11,CUST-PROFILE_A-00198,SKU-AR-LINEN
ORD_715983A66B49,INV-C-11-000022,13847.74,2026-09-11,CUST-PROFILE_C-00376,SKU-CW-CABLE
ORD_719EC600B830,INV-C-11-000075,16977.39,2026-09-11,CUST-PROFILE_C-00226,SKU-CW-PANEL
ORD_72669A6D6FA7,INV-B-11-000041,3492.96,2026-09-11,CUST-PROFILE_B-00289,SKU-BP-BEVERAGE
ORD_73BDDA28E5A3,INV-B-11-000019,3342.58,2026-09-11,CUST-PROFILE_B-00900,SKU-BP-BEVERAGE
ORD_74B59109F15D,INV-C-11-000061,41100.73,2026-09-11,CUST-PROFILE_C-00007,SKU-CW-PANEL
ORD_74BE81F327C5,INV-B-11-000055,4425.22,2026-09-11,CUST-PROFILE_B-01322,SKU-BP-MEAL
ORD_767146401A2B,INV-C-11-000071,22793.84,2026-09-11,CUST-PROFILE_C-00046,SKU-CW-INVERTER
ORD_78172CBF0AFD,INV-C-11-000003,48594.91,2026-09-11,CUST-PROFILE_C-00389,SKU-CW-CABLE
ORD_78D1A1A3FAE4,INV-B-11-000045,7843.09,2026-09-11,CUST-PROFILE_B-01402,SKU-BP-DESSERT
ORD_79B4231C4FC1,INV-B-11-000043,2351.41,2026-09-11,CUST-PROFILE_B-00617,SKU-BP-BEVERAGE
ORD_7A6D4578FB2D,INV-C-11-000062,19359.70,2026-09-11,CUST-PROFILE_C-00114,SKU-CW-INVERTER
ORD_7AFCA574C83F,INV-A-11-000018, 7084.99 ,2026-09-11,CUST-PROFILE_A-00798,SKU-AR-KITCHEN
ORD_7C35728E12B4,INV-B-11-000040,1713.27,2026-09-11,CUST-PROFILE_B-00682,SKU-BP-MEAL
ORD_7C9A927BE8BD,INV-C-11-000031,52502.68,2026-09-11,CUST-PROFILE_C-00041,SKU-CW-CABLE
ORD_7CFFE3423F29,INV-C-11-000069,15824.69,2026-09-11,CUST-PROFILE_C-00333,SKU-CW-INVERTER
ORD_7DEB363F52F5,INV-C-11-000001,36859.18,2026-09-11,CUST-PROFILE_C-00098,SKU-CW-MOUNT
ORD_7F15F314E129,INV-C-11-000059,42534.91,2026-09-11,CUST-PROFILE_C-00191,SKU-CW-CABLE
ORD_7FB449C62886,INV-B-11-000049,1254.79,2026-09-11,CUST-PROFILE_B-00651,SKU-BP-MEAL
ORD_84626EF27514,INV-A-11-000039,7199.09,2026-09-11,CUST-PROFILE_A-00501,SKU-AR-DECOR
ORD_857C420B53C3,INV-B-11-000072,2895.83,2026-09-11,CUST-PROFILE_B-01382,SKU-BP-BEVERAGE
ORD_865856C80735,INV-B-11-000035,6551.33,2026-09-11,CUST-PROFILE_B-01389,SKU-BP-BEVERAGE
ORD_866C0E6A732D,INV-A-11-000026,11973.64,2026-09-11,CUST-PROFILE_A-00235,SKU-AR-DECOR
ORD_86DE83A0A316,INV-A-11-000038,6130.20,2026-09-11,CUST-PROFILE_A-00085,SKU-AR-KITCHEN
ORD_8814388599B1,INV-B-11-000047,6015.37,2026-09-11,CUST-PROFILE_B-01431,SKU-BP-MEAL
ORD_88C52B39B094,INV-A-11-000015,16515.59,2026-09-11,CUST-PROFILE_A-00435,SKU-AR-TABLEWARE
ORD_88CC0C5A6A7E,INV-C-11-000028,55545.25,2026-09-11,CUST-PROFILE_C-00050,SKU-CW-CABLE
ORD_892174B021EF,INV-A-11-000058,14799.05,2026-09-11,CUST-PROFILE_A-00231,SKU-AR-LINEN
ORD_89B5F119FDA3,INV-C-11-000063,51556.52,2026-09-11,CUST-PROFILE_C-00061,SKU-CW-INVERTER
ORD_89CF9913A78C,INV-B-11-000071,5384.05,2026-09-11,CUST-PROFILE_B-00102,SKU-BP-DESSERT
ORD_8AF0B972433A,INV-A-11-000070,16270.29,2026-09-11,CUST-PROFILE_A-00363,SKU-AR-LINEN
ORD_8B9681B1D4B8,INV-B-11-000013,2196.77,2026-09-11,CUST-PROFILE_B-01283,SKU-BP-MEAL
ORD_8C0C53120AE5,INV-C-11-000027,15400.40,2026-09-11,CUST-PROFILE_C-00001,SKU-CW-MOUNT
ORD_8C3281503E4E,INV-B-11-000033,6474.08,2026-09-11,CUST-PROFILE_B-00890,SKU-BP-DESSERT
ORD_8EE2F25B0D73,INV-B-11-000074,433.69,2026-09-11,CUST-PROFILE_B-00609,SKU-BP-DESSERT
ORD_8F8914481F99,INV-B-11-000007,1796.79,2026-09-11,CUST-PROFILE_B-00171,SKU-BP-MEAL
ORD_8FEA216EF079,INV-A-11-000046,17955.23,2026-09-11,CUST-PROFILE_A-00384,SKU-AR-DECOR
ORD_914D1081F666,INV-B-11-000036,670.78,2026-09-11,CUST-PROFILE_B-00479,SKU-BP-DESSERT
ORD_917CF140F51B,INV-A-11-000005,22349.15,2026-09-11,CUST-PROFILE_A-00184,SKU-AR-LINEN
ORD_9192553B203F,INV-A-11-000065,7150.59,2026-09-11,CUST-PROFILE_A-00237,SKU-AR-DECOR
ORD_943D31766FD3,INV-A-11-000044, 21063.78 ,2026-09-11,CUST-PROFILE_A-00667,SKU-AR-DECOR
ORD_945B1034B149,INV-C-11-000023,34768.82,2026-09-11,CUST-PROFILE_C-00111,SKU-CW-CABLE
ORD_96C53FBFF082,INV-A-11-000017,2013.79,2026-09-11,CUST-PROFILE_A-00419,SKU-AR-DECOR
ORD_96FE8241640A,INV-A-11-000049,23046.41,2026-09-11,CUST-PROFILE_A-00009,SKU-AR-LINEN
ORD_96FE8241640A,INV-A-11-000049,23046.41,2026-09-11,CUST-PROFILE_A-00009,SKU-AR-LINEN
ORD_97745E024539,INV-B-11-000038,6468.85,2026-09-11,CUST-PROFILE_B-01048,SKU-BP-MEAL
ORD_98446534CA17,INV-B-11-000011,6207.72,2026-09-11,CUST-PROFILE_B-00176,SKU-BP-DESSERT
ORD_98FA76F94B9D,INV-A-11-000007,15079.02,2026-09-11,CUST-PROFILE_A-00302,SKU-AR-KITCHEN
ORD_99D5E5965789,INV-C-11-000019,47177.52,2026-09-11,CUST-PROFILE_C-00120,SKU-CW-CABLE
ORD_99F2C51E7227,INV-C-11-000013,45147.55,2026-09-11,CUST-PROFILE_C-00344,SKU-CW-CABLE
ORD_9BA4A23EE3FC,INV-B-11-000025,1201.66,2026-09-11,CUST-PROFILE_B-00431,SKU-BP-BEVERAGE
ORD_9C29E23D2F9A,INV-A-11-000047,7070.80,2026-09-11,CUST-PROFILE_A-00890,SKU-AR-KITCHEN
ORD_9C47969B7BB4,INV-C-11-000030,53886.51,2026-09-11,CUST-PROFILE_C-00114,SKU-CW-INVERTER
ORD_9E6993AD8295,INV-B-11-000065,6899.20,2026-09-11,CUST-PROFILE_B-00922,SKU-BP-DESSERT
ORD_9EA59B561DB7,INV-A-11-000021,2761.90,2026-09-11,CUST-PROFILE_A-00531,SKU-AR-DECOR
ORD_9EE2DF9E2EEB,INV-C-11-000058,52380.18,2026-09-11,CUST-PROFILE_C-00176,SKU-CW-INVERTER
ORD_9F7497ABEBAC,INV-C-11-000020,11547.57,2026-09-11,CUST-PROFILE_C-00063,SKU-CW-PANEL
ORD_A18B08844168,INV-A-11-000011,16797.07,2026-09-11,CUST-PROFILE_A-00792,SKU-AR-TABLEWARE
ORD_A2504D3DD66B,INV-C-11-000080,24303.15,2026-09-11,CUST-PROFILE_C-00153,SKU-CW-MOUNT
ORD_A30473A206F7,INV-B-11-000042,4402.29,2026-09-11,CUST-PROFILE_B-00001,SKU-BP-DESSERT
ORD_A44815B6D873,INV-B-11-000006,7251.57,2026-09-11,CUST-PROFILE_B-00133,SKU-BP-MEAL
ORD_A44C5AA0AD4B,INV-A-11-000063,24733.86,2026-09-11,CUST-PROFILE_A-00392,SKU-AR-LINEN
ORD_A4F56756C466,INV-B-11-000004,7687.64,2026-09-11,CUST-PROFILE_B-01201,SKU-BP-DESSERT
ORD_A63B7DC6CBED,INV-B-11-000070,4810.13,2026-09-11,CUST-PROFILE_B-00576,SKU-BP-MEAL
ORD_A69B4D41491F,INV-B-11-000005,5664.22,2026-09-11,CUST-PROFILE_B-01360,SKU-BP-BEVERAGE
ORD_A79C192BD898,INV-B-11-000012,1174.44,2026-09-11,CUST-PROFILE_B-00185,SKU-BP-MEAL
ORD_A8468E787737,INV-C-11-000079,"41,822.71",2026-09-11,CUST-PROFILE_C-00168,SKU-CW-CABLE
ORD_A86D1DA4A201,INV-C-11-000049,29226.19,2026-09-11,CUST-PROFILE_C-00227,SKU-CW-MOUNT
ORD_A902B8B0B42E,INV-A-11-000019,"5,519.68",2026-09-11,CUST-PROFILE_A-00020,SKU-AR-KITCHEN
ORD_AA0B62CF5345,INV-C-11-000032,48256.86,2026-09-11,CUST-PROFILE_C-00350,SKU-CW-PANEL
ORD_AB7C942A6162,INV-C-11-000074,8743.50,2026-09-11,CUST-PROFILE_C-00026,SKU-CW-MOUNT
ORD_ABF4C27689DE,INV-A-11-000083,19162.30,2026-09-11,CUST-PROFILE_A-00484,SKU-AR-KITCHEN
ORD_ACC132CA6309,INV-C-11-000050,59183.48,2026-09-11,CUST-PROFILE_C-00140,SKU-CW-PANEL
ORD_AE0A370F2D9A,INV-A-11-000030,17932.19,2026-09-11,CUST-PROFILE_A-00023,SKU-AR-LINEN
ORD_AE887074FC80,INV-C-11-000056,2849.20,2026-09-11,CUST-PROFILE_C-00298,SKU-CW-MOUNT
ORD_AEB22D520F26,INV-A-11-000050,"18,365.32",2026-09-11,CUST-PROFILE_A-00737,SKU-AR-LINEN
ORD_B4433814C859,INV-C-11-000000,35944.37,2026-09-11,CUST-PROFILE_C-00094,SKU-CW-MOUNT
ORD_B88242F47B7C,INV-A-11-000076,17887.11,2026-09-11,CUST-PROFILE_A-00573,SKU-AR-DECOR
ORD_BA2A5C90A25E,INV-C-11-000042,45575.46,2026-09-11,CUST-PROFILE_C-00397,SKU-CW-PANEL
ORD_BB7B2C0E9CF9,INV-C-11-000054,13455.47,2026-09-11,CUST-PROFILE_C-00355,SKU-CW-INVERTER
ORD_BBC244FA35B1,INV-B-11-000048,7259.06,2026-09-11,CUST-PROFILE_B-00949,SKU-BP-DESSERT
ORD_BBE662339271,INV-B-11-000073,5941.13,2026-09-11,CUST-PROFILE_B-00600,SKU-BP-BEVERAGE
ORD_BCC993B39803,INV-C-11-000081,21389.47,2026-09-11,CUST-PROFILE_C-00347,SKU-CW-MOUNT
ORD_BCD3180B66C2,INV-A-11-000032,12315.43,2026-09-11,CUST-PROFILE_A-00227,SKU-AR-TABLEWARE
ORD_BE78D7949819,INV-C-11-000077,41371.87,2026-09-11,CUST-PROFILE_C-00004,SKU-CW-CABLE
ORD_BE84EB770D1F,INV-C-11-000008,19065.97,2026-09-11,CUST-PROFILE_C-00363,SKU-CW-MOUNT
ORD_C08DC173DC9E,INV-A-11-000069,21087.25,2026-09-11,CUST-PROFILE_A-00246,SKU-AR-TABLEWARE
ORD_C1BBB2138429,INV-B-11-000028,6161.55,2026-09-11,CUST-PROFILE_B-01205,SKU-BP-MEAL
ORD_C35BF3F5EA45,INV-A-11-000054,6988.64,2026-09-11,CUST-PROFILE_A-00849,SKU-AR-TABLEWARE
ORD_C37C13326CED,INV-A-11-000027,15948.46,2026-09-11,CUST-PROFILE_A-00134,SKU-AR-LINEN
ORD_C4E82E48928E,INV-A-11-000055,7617.27,2026-09-11,CUST-PROFILE_A-00068,SKU-AR-KITCHEN
ORD_C5D5D3198CDA,INV-A-11-000035,23025.28,2026-09-11,CUST-PROFILE_A-00463,SKU-AR-DECOR
ORD_C63C2685FBB3,INV-A-11-000060,10784.96,2026-09-11,CUST-PROFILE_A-00656,SKU-AR-DECOR
ORD_CA70422BCCFB,INV-A-11-000036,1144.04,2026-09-11,CUST-PROFILE_A-00237,SKU-AR-TABLEWARE
ORD_CAD364DC2282,INV-B-11-000009,4541.31,2026-09-11,CUST-PROFILE_B-01529,SKU-BP-MEAL
ORD_CB548963E699,INV-B-11-000063,4276.42,2026-09-11,CUST-PROFILE_B-00023,SKU-BP-BEVERAGE
ORD_CC09B0E529F5,INV-B-11-000056,5492.35,2026-09-11,CUST-PROFILE_B-00432,SKU-BP-BEVERAGE
ORD_CC09B0E529F5,INV-B-11-000056,5492.35,2026-09-11,CUST-PROFILE_B-00432,SKU-BP-BEVERAGE
ORD_CF5188EC11D4,INV-A-11-000061,24957.08,2026-09-11,CUST-PROFILE_A-00748,SKU-AR-DECOR
ORD_CF8EFE3D937F,INV-C-11-000038,"15,337.59",2026-09-11,CUST-PROFILE_C-00256,SKU-CW-PANEL
ORD_D11C32317299,INV-A-11-000068,18541.89,2026-09-11,CUST-PROFILE_A-00483,SKU-AR-LINEN
ORD_D1514F45B96D,INV-C-11-000046,31241.27,2026-09-11,CUST-PROFILE_C-00173,SKU-CW-INVERTER
ORD_D2EA4EFF1778,INV-B-11-000067,2125.26,2026-09-11,CUST-PROFILE_B-01088,SKU-BP-BEVERAGE
ORD_D3106094C4A7,INV-C-11-000076,17058.79,2026-09-11,CUST-PROFILE_C-00301,SKU-CW-INVERTER
ORD_D37B11E96086,INV-A-11-000073,18624.01,2026-09-11,CUST-PROFILE_A-00807,SKU-AR-LINEN
ORD_D4539285ACCE,INV-A-11-000052,12271.73,2026-09-11,CUST-PROFILE_A-00209,SKU-AR-LINEN
ORD_D46830B5EB07,INV-A-11-000034,821.94,2026-09-11,CUST-PROFILE_A-00745,SKU-AR-TABLEWARE
ORD_D57EE520EDBE,INV-A-11-000056,7971.63,2026-09-11,CUST-PROFILE_A-00096,SKU-AR-TABLEWARE
ORD_D9C0493720EB,INV-A-11-000006,12352.22,2026-09-11,CUST-PROFILE_A-00501,SKU-AR-TABLEWARE
ORD_DA2903121DE5,INV-C-11-000016,31470.02,2026-09-11,CUST-PROFILE_C-00384,SKU-CW-MOUNT
ORD_DB6B2A6A0E0B,INV-B-11-000078,4770.41,2026-09-11,CUST-PROFILE_B-00707,SKU-BP-BEVERAGE
ORD_DBFD9C7CB8CF,INV-B-11-000075,6497.19,2026-09-11,CUST-PROFILE_B-01498,SKU-BP-MEAL
ORD_DC13CBCF4988,INV-A-11-000022,22559.35,2026-09-11,CUST-PROFILE_A-00160,SKU-AR-TABLEWARE
