settlement_id,batch_id,line_type,payment_id,refund_id,gross,fee,tax,net,settled_event_date
SET_218C9A73FBDD,BAT_6999AE747793,payment,PAY_2BB9D8AC4A71,,6209.00,0.00,0.00,6209.00,2026-09-10
SET_21B0A036B3B2,BAT_6999AE747793,payment,PAY_FE6E8E1E21C0,,5982.76,113.67,20.46,5848.63,2026-09-10
SET_226852049A3A,BAT_6999AE747793,payment,PAY_9C5BF476B239,,1341.16,31.52,5.67,1303.97,2026-09-10
SET_2278DD5823C0,BAT_6999AE747793,payment,PAY_BBE5701C04FB,,4380.64,102.95,18.53,4259.16,2026-09-10
SET_22917EE7D8E3,BAT_6999AE747793,payment,PAY_C2A9EF8B012C,,3213.23,75.51,13.59,3124.13,2026-09-10
SET_234ECE8582B8,BAT_8F387AE8696F,payment,PAY_065910D8A8EB,,28072.05,505.30,90.95,27475.8,2026-09-10
SET_23CF949B235E,BAT_7D9615074F92,payment,PAY_1AA81627B9DF,,17307.56,346.15,62.31,16899.1,2026-09-10
SET_274F7186B1E3,BAT_6999AE747793,payment,PAY_25BCD971394D,,695.21,16.34,2.94,675.93,2026-09-10
SET_285120058764,BAT_6999AE747793,payment,PAY_88BA1A9C6722,,5086.91,119.54,21.52,4945.85,2026-09-10
SET_293E8E93A55A,BAT_8F387AE8696F,payment,PAY_6FD6FB2080FE,,21465.86,0.00,0.00,21465.86,2026-09-10
SET_297608B64939,BAT_7D9615074F92,payment,PAY_AAF40FC08B5B,,1823.85,0.00,0.00,1823.85,2026-09-10
SET_29E85A245283,BAT_7D9615074F92,refund,PAY_98D3FB0D0BB5,RFD_6E9339755C9A,0.00,0.00,0.00,-20518.91,2026-09-10
SET_2A441E3B2866,BAT_26744131B651,payment,PAY_F598FE1AC676,,22282.08,0.00,0.00,"22,282.08",2026-09-09
SET_2B5A7615C901,BAT_6999AE747793,payment,PAY_1C4ACDC4E0FD,,1177.24,0.00,0.00,1177.24,2026-09-10
SET_2CCBD13B49EA,BAT_19ED03A65407,payment,PAY_7C64E8B800EE,,6642.92,0.00,0.00,6642.92,2026-09-08
SET_2DFEE62CA53D,BAT_6999AE747793,payment,PAY_F6E438401A1B,,3524.06,0.00,0.00,"3,524.06",2026-09-10
SET_3028D8DA594D,BAT_7D9615074F92,payment,PAY_96919E504B31,,20803.76,364.07,65.53,20374.16,2026-09-10
SET_3095D9C5219C,BAT_6999AE747793,payment,PAY_F61EF5AC2CD0,,2187.85,51.41,9.25,2127.19,2026-09-10
SET_31108CA35170,BAT_7D9615074F92,payment,PAY_93AF570B476F,,16500.82,0.00,0.00,16500.82,2026-09-10
SET_316296858205,BAT_6999AE747793,payment,PAY_6C9BFDE3A046,,3876.45,77.53,13.96,3784.96,2026-09-10
SET_327871F906ED,BAT_6999AE747793,payment,PAY_6E0692E3BAE1,,588.42,0.00,0.00,588.42,2026-09-10
SET_327EA51F57B8,BAT_7D9615074F92,payment,PAY_063972001F94,,2718.28,54.37,9.79,2654.12,2026-09-10
SET_32867BCEC8EC,BAT_6999AE747793,payment,PAY_94DA332540F7,,5499.57,0.00,0.00,5499.57,2026-09-10
SET_343DC0B3C569,BAT_7D9615074F92,payment,PAY_A1FE8FC0A1D8,,5232.70,91.57,16.48,5124.65,2026-09-10
SET_3499BC14699E,BAT_38FD4BE54614,payment,PAY_BCC7F85CB0DE,,21478.42,386.61,69.59,21022.22,2026-09-08
SET_3541E0937214,BAT_6999AE747793,payment,PAY_B11162A40A80,,5452.77,128.14,23.07,5301.56,2026-09-10
SET_35731408B78B,BAT_7D9615074F92,payment,PAY_677BC2C02E2A,,8727.90,174.56,31.42,8521.92,2026-09-10
SET_3617C252F134,BAT_7D9615074F92,refund,PAY_FD2A2EF64599,RFD_E6555636B1F8,0.00,0.00,0.00,-3835.50,2026-09-10
SET_363C01D351D0,BAT_6999AE747793,payment,PAY_1278215EE31E,,7405.07,0.00,0.00,"7,405.07",2026-09-10
SET_36D5ECB23B04,BAT_8F387AE8696F,payment,PAY_5F82F825D5ED,,38737.05,697.27,125.51,"37,914.27",2026-09-10
SET_377CA267F9B4,BAT_6999AE747793,payment,PAY_8F172D447233,,6084.99,143.00,25.74,5916.25,2026-09-10
SET_3945FE619C67,BAT_8F387AE8696F,refund,PAY_1617EC026B56,RFD_0B5ED3BE6B4B,0.00,0.00,0.00,-4629.76,2026-09-10
SET_398FABD507F9,BAT_8F387AE8696F,payment,PAY_5A51CE3A9E21,,3331.67,59.97,10.79,3260.91,2026-09-10
SET_3AD6DE930BAC,BAT_8F387AE8696F,payment,PAY_5802589DA77B,,11172.19,201.10,36.20,10934.89,2026-09-10
SET_3B187D049734,BAT_6999AE747793,payment,PAY_654719B3E8B4,,1486.55,0.00,0.00,1486.55,2026-09-10
SET_3C027405D7AC,BAT_6999AE747793,payment,PAY_12D3D88B4E84,,1378.90,0.00,0.00,1378.90,2026-09-10
SET_3E46CF84A20F,BAT_6999AE747793,payment,PAY_526E66C56E5A,,7151.30,0.00,0.00,7151.30,2026-09-10
SET_3F802D21474B,BAT_6999AE747793,payment,PAY_419F3F7E445F,,508.54,0.00,0.00,508.54,2026-09-10
SET_401EFB132BCB,BAT_7D9615074F92,payment,PAY_5E01AC80D26F,,10734.10,214.68,38.64,10480.78,2026-09-10
SET_4204E4E4DDCD,BAT_6999AE747793,payment,PAY_DB4BF10D7058,,6360.81,0.00,0.00,6360.81,2026-09-10
SET_434CB0DB7AF8,BAT_3E39F488F384,payment,PAY_E98941391194,,5323.08,125.09,22.52,5175.47,2026-09-09
SET_43891C3C7DFC,BAT_6999AE747793,payment,PAY_3DDE03E220A4,,3719.94,87.42,15.74,3616.78,2026-09-10
SET_43A749F57F08,BAT_6999AE747793,payment,PAY_9B7BA7495A39,,4083.29,0.00,0.00,4083.29,2026-09-10
SET_4581DC5930EE,BAT_8F387AE8696F,payment,PAY_F410BDA3D472,,8551.05,153.92,27.71,8369.42,2026-09-10
SET_4757C31A289C,BAT_7D9615074F92,payment,PAY_AE3A728607D9,,5495.24,115.40,20.77,5359.07,2026-09-10
SET_4784CB18696F,BAT_7D9615074F92,payment,PAY_25CB79C8B44E,,9598.63,0.00,0.00,9598.63,2026-09-10
SET_48614028BA3B,BAT_8F387AE8696F,payment,PAY_3C84B9BBE75A,,59750.60,0.00,0.00,59750.60,2026-09-10
SET_4B3CF67FC7AC,BAT_8F387AE8696F,payment,PAY_8C46A89A0F3F,,27578.43,496.41,89.35,26992.67,2026-09-10
SET_4B663FA29969,BAT_7D9615074F92,payment,PAY_1B2551E00A48,,19091.18,381.82,68.73,18640.63,2026-09-10
SET_4B903A15049F,BAT_8F387AE8696F,payment,PAY_BFB8BB1CA1A7,,40121.84,641.95,115.55,39364.34,2026-09-10
SET_4D132B053F10,BAT_6999AE747793,payment,PAY_62A496063BBA,,7205.58,0.00,0.00,7205.58,2026-09-10
SET_4EB7D571910F,BAT_6999AE747793,payment,PAY_1BCBEA489F3E,,5161.30,0.00,0.00,5161.30,2026-09-10
SET_4FC8B91F3ACC,BAT_7D9615074F92,payment,PAY_FDA90DFE4654,,11452.67,229.05,41.23, 11182.39 ,2026-09-10
SET_52B96D8FB546,BAT_6999AE747793,payment,PAY_C04AEDD22027,,6217.99,146.12,26.30,6045.57,2026-09-10
SET_52EB73B2B7FD,BAT_19ED03A65407,refund,PAY_639970E52C4D,RFD_38239519E019,0.00,0.00,0.00,-23925.71,2026-09-08
SET_543B2C7FB1D5,BAT_8F387AE8696F,refund,PAY_523A0CF110E9,RFD_72FB124DEA5A,0.00,0.00,0.00,-20030.00,2026-09-10
SET_54C0AB8DE452,BAT_7D9615074F92,payment,PAY_1A14FF5301DE,,4721.72,99.16,17.85,4604.71,2026-09-10
SET_560C9B32FCB4,BAT_8F387AE8696F,payment,PAY_33A0F123C28A,,19343.26,348.18,62.67,18932.41,2026-09-10
SET_574A43B52513,BAT_1CE6311F0D6E,payment,PAY_A17C8588C017,,5763.63,0.00,0.00,5763.63,2026-09-08
SET_5928CD3DF4BA,BAT_6999AE747793,payment,PAY_1137419A9F67,,4801.48,0.00,0.00,4801.48,2026-09-10
SET_5ACB13DA79D3,BAT_8F387AE8696F,payment,PAY_0C6A7697EBC2,,28704.03,0.00,0.00, 28704.03 ,2026-09-10
SET_5B35E531A7F2,BAT_8F387AE8696F,payment,PAY_87799EAC5688,,41877.27,753.79,135.68,40987.80,2026-09-10
SET_5B501CB2C704,BAT_7D9615074F92,payment,PAY_4DBDEEDA6E9F,,10481.33,183.42,33.02,10264.89,2026-09-10
SET_5C037704799F,BAT_6999AE747793,payment,PAY_F94CDDF7AC29,,2594.02,0.00,0.00,2594.02,2026-09-10
SET_5C4A21495CBD,BAT_8F387AE8696F,payment,PAY_866E4BE30004,,49955.72,0.00,0.00, 49955.72 ,2026-09-10
SET_5C8C58403082,BAT_8F387AE8696F,payment,PAY_DE0870159DB4,,52670.12,948.06,170.65,51551.41,2026-09-10
SET_5DADD8B1D8DD,BAT_8F387AE8696F,payment,PAY_5C7A8BE92AF6,,46886.12,843.95,151.91,45890.26,2026-09-10
SET_5DF43CF1FF44,BAT_1CE6311F0D6E,payment,PAY_042CB0233950,,4104.16,0.00,0.00,"4,104.16",2026-09-08
SET_614CEBEEC388,BAT_6999AE747793,payment,PAY_07791C468557,,1527.28,29.02,5.22,1493.04,2026-09-10
SET_6172E205D39A,BAT_6999AE747793,payment,PAY_CBE8F7F45D4C,,5196.68,0.00,0.00,5196.68,2026-09-10
SET_617E83191C21,BAT_7D9615074F92,payment,PAY_A081D465A688,,7983.34,159.67,28.74,7794.93,2026-09-10
SET_61B66D91E013,BAT_7D9615074F92,refund,PAY_DC1DF1AD7B2A,RFD_63163A8EC3B8,0.00,0.00,0.00,-5882.48,2026-09-10
SET_61DB2927F7AB,BAT_7D9615074F92,payment,PAY_338A591F3AE4,,24276.54,485.53,87.40,23703.61,2026-09-10
SET_621C9CD575CE,BAT_1CE6311F0D6E,payment,PAY_30E4E6E4FE84,,2433.37,57.18,10.29,2365.90,2026-09-08
SET_632B762447D1,BAT_8F387AE8696F,payment,PAY_CD8321017A84,,51349.24,0.00,0.00,51349.24,2026-09-10
SET_6342F1C61BC2,BAT_8F387AE8696F,payment,PAY_995F6F4158FE,,57048.03,912.77,164.30,55970.96,2026-09-10
SET_64B5E79EBFF0,BAT_6999AE747793,payment,PAY_B5C912F6485A,,4654.60,0.00,0.00,4654.60,2026-09-10
SET_65E0EE73FEC6,BAT_6999AE747793,payment,PAY_AF3A47D9F20B,,7831.88,0.00,0.00,7831.88,2026-09-10
SET_67855C108556,BAT_7D9615074F92,payment,PAY_4288E9D27BBC,,20583.57,411.67,74.10,20097.80,2026-09-10
SET_69D63B51209B,BAT_38FD4BE54614,payment,PAY_E6A6EEFD17B6,,54865.12,987.57,177.76,53699.79,2026-09-08
SET_6A17ED9464CA,BAT_19ED03A65407,payment,PAY_6A2B1DBBDC34,,10182.01,203.64,36.66,9941.71,2026-09-08
SET_6A74BE2BD2EE,BAT_8F387AE8696F,payment,PAY_FBDAE488190D,,29637.46,533.47,96.02,29007.97,2026-09-10
SET_6BD916490D7B,BAT_7D9615074F92,payment,PAY_C602DA85BEAF,,11995.64,0.00,0.00,"11,995.64",2026-09-10
SET_6D899D62054A,BAT_7D9615074F92,payment,PAY_1A2E69B1CEF8,,6183.40,0.00,0.00,6183.40,2026-09-10
SET_6DC2133363E2,BAT_6999AE747793,payment,PAY_81D229014F31,,5143.11,0.00,0.00,5143.11,2026-09-10
SET_6E8398E48B73,BAT_8F387AE8696F,payment,PAY_2D4A4CE7E247,,54086.93,0.00,0.00,54086.93,2026-09-10
SET_6EF50E4A950A,BAT_6999AE747793,payment,PAY_862F453814CE,,5700.73,133.97,24.11,5542.65,2026-09-10
SET_6FDAF681D5C5,BAT_6999AE747793,payment,PAY_E0B1DBD01FF4,,7368.24,140.00,25.20,7203.04,2026-09-10
SET_6FE133137DB2,BAT_7D9615074F92,payment,PAY_CAC1E525CD63,,11598.62,0.00,0.00,11598.62,2026-09-10
SET_70178338EA8D,BAT_8F387AE8696F,payment,PAY_EEEFD71061F4,,29153.11,524.76,94.46,28533.89,2026-09-10
SET_710339BC24E1,BAT_8F387AE8696F,refund,PAY_8906BC717020,RFD_7A849F523F13,0.00,0.00,0.00,-14757.36,2026-09-10
SET_7175D657C752,BAT_8F387AE8696F,payment,PAY_6B5359F4085A,,38156.07,0.00,0.00,"38,156.07",2026-09-10
SET_71E05DD6E508,BAT_7D9615074F92,payment,PAY_BE0BCFB7329A,,10532.42,0.00,0.00,10532.42,2026-09-10
SET_736BB5173AB6,BAT_6999AE747793,payment,PAY_6D2CF813FB2F,,1262.29,0.00,0.00,1262.29,2026-09-10
SET_739FBF1E7B65,BAT_8F387AE8696F,payment,PAY_FB2A15C8690A,,46913.67,844.45,152.00,45917.22,2026-09-10
SET_749AFC351AEC,BAT_C0E464156DEA,payment,PAY_193F305EF949,,54096.19,1054.88,189.88, 52851.43 ,2026-09-09
SET_74A4701C5925,BAT_8F387AE8696F,payment,PAY_3714BF733DC7,,54345.38,978.22,176.08,53191.08,2026-09-10
SET_7598BC738378,BAT_38FD4BE54614,payment,PAY_C5CEED38BFC1,,45189.93,813.42,146.42,"44,230.09",2026-09-08
SET_763307427D78,BAT_6999AE747793,payment,PAY_2C0D34B7A8F4,,598.53,0.00,0.00, 598.53 ,2026-09-10
SET_7646C41820E7,BAT_7D9615074F92,payment,PAY_0AA731CA7DC7,,12617.64,0.00,0.00,12617.64,2026-09-10
SET_76F83B6DC699,BAT_26744131B651,payment,PAY_CCEB7D1F722D,,22577.45,451.55,81.28,22044.62,2026-09-09
SET_775DD582C3AC,BAT_8F387AE8696F,payment,PAY_80837FF1CFA9,,27940.45,502.93,90.53,27346.99,2026-09-10
SET_77F282CDE88A,BAT_7D9615074F92,payment,PAY_06633861333F,,4759.15,95.18,17.13,"4,646.84",2026-09-10
SET_7885203AB23A,BAT_8F387AE8696F,payment,PAY_BC87832A78EB,,19773.94,316.38,56.95,19400.61,2026-09-10
SET_7B3AEFA0EF56,BAT_8F387AE8696F,payment,PAY_B46EDF725870,,33601.54,604.83,108.87,32887.84,2026-09-10
SET_7B6FC3C970C8,BAT_8F387AE8696F,payment,PAY_DE16FCF6D3BD,,55305.28,995.50,179.19,54130.59,2026-09-10
SET_7BCF602EF779,BAT_8F387AE8696F,refund,PAY_E0BA19AD92D1,RFD_89302C95FDC9,0.00,0.00,0.00,-3847.20,2026-09-10
SET_7D05D6E505B1,BAT_8F387AE8696F,payment,PAY_2C6BD8833F5E,,46758.80,841.66,151.50,45765.64,2026-09-10
SET_7D2759F049EB,BAT_6999AE747793,payment,PAY_BAEC7D39CC5C,,504.20,0.00,0.00,504.20,2026-09-10
SET_7E1AD10EFFB3,BAT_6999AE747793,payment,PAY_EF4A6398A0BC,,819.86,19.27,3.47,797.12,2026-09-10
SET_7EFAF6E6864E,BAT_7D9615074F92,refund,PAY_37832F5A6168,RFD_EABCC80618A1,0.00,0.00,0.00,-8096.77,2026-09-10
SET_7FB8B567EEF6,BAT_19ED03A65407,payment,PAY_A61958E20593,,24937.12,0.00,0.00,24937.12,2026-09-08
SET_80410799ADFA,BAT_7D9615074F92,payment,PAY_697B66278FE4,,20679.84,0.00,0.00,20679.84,2026-09-10
SET_81B7C3BDE1DA,BAT_7D9615074F92,payment,PAY_E77559042A28,,13133.20,262.66,47.28,12823.26,2026-09-10
SET_81BBD4FE3CB9,BAT_7D9615074F92,payment,PAY_75E644C0B4DC,,15782.75,331.44,59.66,15391.65,2026-09-10
SET_81F21488FCD3,BAT_7D9615074F92,payment,PAY_98D3FB0D0BB5,,20518.91,410.38,73.87,20034.66,2026-09-10
SET_839CC1E6457A,BAT_8F387AE8696F,payment,PAY_19B4D2F52967,,42736.29,833.36,150.00,41752.93,2026-09-10
SET_83C48B41B7D2,BAT_8F387AE8696F,payment,PAY_B84894F39416,,24767.49,0.00,0.00,24767.49,2026-09-10
SET_8414FE83CE52,BAT_7D9615074F92,payment,PAY_4344F354870C,,9215.28,184.31,33.18,8997.79,2026-09-10
SET_844C8E1380BA,BAT_6999AE747793,payment,PAY_5A56EFBB60F8,,4228.17,0.00,0.00,4228.17,2026-09-10
SET_857985055369,BAT_19ED03A65407,payment,PAY_51852078F3E1,,24444.56,513.34,92.40,23838.82,2026-09-08
SET_86E2F73C8B4C,BAT_8F387AE8696F,payment,PAY_B1D4A4D61D0D,,19983.67,359.71,64.75,19559.21,2026-09-10
SET_88E04B0ABE5E,BAT_38FD4BE54614,payment,PAY_A0B31C5F8E5E,,18102.73,325.85,58.65,17718.23,2026-09-08
SET_89F80A7ED461,BAT_8F387AE8696F,payment,PAY_F9F9EB3D8CDD,,17575.42,0.00,0.00,17575.42,2026-09-10
SET_8A9421123157,BAT_8F387AE8696F,payment,PAY_1A73E7BF43A5,,11103.02,0.00,0.00,11103.02,2026-09-10
SET_8B598219338B,BAT_6999AE747793,payment,PAY_A2A13F2C597C,,6423.63,0.00,0.00,6423.63,2026-09-10
SET_8BD0C41AF815,BAT_6999AE747793,payment,PAY_7C8B0D9AAC77,,3316.16,77.93,14.03,3224.20,2026-09-10
SET_8C2FE7C7D50B,BAT_6999AE747793,payment,PAY_F23A464C1102,,4475.15,0.00,0.00,4475.15,2026-09-10
SET_8C5363F53FC2,BAT_7D9615074F92,payment,PAY_9A4B9FB936C7,,17561.40,307.32,55.32,17198.76,2026-09-10
SET_8D1C1E333461,BAT_8F387AE8696F,payment,PAY_AFCABC31B64A,,13088.21,0.00,0.00,13088.21,2026-09-10
SET_8E9A2CAAE9DE,BAT_7D9615074F92,payment,PAY_8064A0B27BCC,,1298.99,22.73,4.09,1272.17,2026-09-10
SET_8EF7C122C697,BAT_38FD4BE54614,payment,PAY_0233AA3D859C,,39395.77,0.00,0.00,39395.77,2026-09-08
SET_8F511842C075,BAT_8F387AE8696F,payment,PAY_720B2122055C,,47322.71,757.16,136.29,46429.26,2026-09-10
SET_8F5AE4203274,BAT_6999AE747793,payment,PAY_1679825C6F3E,,1214.59,0.00,0.00,1214.59,2026-09-10
SET_9208246DFBCB,BAT_7D9615074F92,payment,PAY_9D553F293E90,,11239.17,224.78,40.46,10973.93,2026-09-10
SET_927EA2B89098,BAT_6999AE747793,payment,PAY_1E2EBE6BFBB9,,958.52,22.53,4.06,931.93,2026-09-10
SET_94F87405AB74,BAT_7D9615074F92,payment,PAY_9AF9C1484263,,6401.00,112.02,20.16,6268.82,2026-09-10
SET_95225CD6E19B,BAT_7D9615074F92,payment,PAY_14D841C763F9,,12571.09,219.99,39.60,12311.50,2026-09-10
SET_9578A3C39F0B,BAT_8F387AE8696F,payment,PAY_BFC35D82B5F3,,59681.76,1163.79,209.48,58308.49,2026-09-10
SET_9593A24F0949,BAT_8F387AE8696F,payment,PAY_A44D61785804,,10670.54,0.00,0.00,10670.54,2026-09-10
SET_96E594E0C350,BAT_8F387AE8696F,payment,PAY_96D9142E53A9,,55800.21,1004.40,180.79,54615.02,2026-09-10
SET_986EE0A96B6D,BAT_7D9615074F92,payment,PAY_53BF8762EDD0,,16578.80,331.58,59.68,16187.54,2026-09-10
SET_9959D182CB30,BAT_8F387AE8696F,payment,PAY_2CCFBD2A8B70,,25893.90,0.00,0.00,25893.90,2026-09-10
SET_995DB7C302A2,BAT_8F387AE8696F,payment,PAY_FC597E42CB78,,10484.93,188.73,33.97,10262.23,2026-09-10
SET_9A85BCBBA5DE,BAT_6999AE747793,payment,PAY_A43D181F08F4,,872.76,20.51,3.69,848.56,2026-09-10
SET_9AE63526C5F1,BAT_8F387AE8696F,refund,PAY_5802589DA77B,RFD_37E18473859B,0.00,0.00,0.00,-2317.26,2026-09-10
SET_9E0ACA6EA6CA,BAT_8F387AE8696F,refund,PAY_AD86F4779AA6,RFD_889765FDB677,0.00,0.00,0.00,-35139.47,2026-09-10
SET_A048BE8502F5,BAT_7D9615074F92,payment,PAY_A17B23E15E83,,7981.82,139.68,25.14, 7817.00 ,2026-09-10
SET_A06B2F21766C,BAT_7D9615074F92,payment,PAY_7D95D299A1B4,,12178.69,0.00,0.00,12178.69,2026-09-10
SET_A0F01C8BA114,BAT_6999AE747793,payment,PAY_D2A759CFBB35,,6837.56,129.91,23.38,6684.27,2026-09-10
SET_A31DC2426F46,BAT_7D9615074F92,payment,PAY_789D9AB126B6,,14111.24,282.22,50.80,13778.22,2026-09-10
SET_A65C7F90981B,BAT_7D9615074F92,refund,PAY_1AA303BFF386,RFD_D50BC862E0D5,0.00,0.00,0.00,-5927.99,2026-09-10
SET_A6A1E0D4E4C4,BAT_8F387AE8696F,payment,PAY_FFF1CB1EAF86,,15592.42,0.00,0.00,15592.42,2026-09-10
SET_A6CEE8BF8B6D,BAT_7D9615074F92,payment,PAY_922BD42A05DC,,20096.69,0.00,0.00,20096.69,2026-09-10
SET_A782B9E15804,BAT_8F387AE8696F,payment,PAY_7A451409BCC4,,32279.37,0.00,0.00,32279.37,2026-09-10
SET_AA189ADE27C3,BAT_8F387AE8696F,payment,PAY_52A811302C1B,,52115.77,1016.26,182.93,50916.58,2026-09-10
SET_AC94C31071A9,BAT_7D9615074F92,payment,PAY_6576BEC44BAE,,14098.02,0.00,0.00,14098.02,2026-09-10
SET_ACFE074A7970,BAT_6999AE747793,payment,PAY_8DBEC5DB899B,,7987.58,0.00,0.00,7987.58,2026-09-10
SET_AFB7F73ECA7B,BAT_8F387AE8696F,payment,PAY_D947F8FE762E,,5601.35,109.23,19.66,5472.46,2026-09-10
SET_B0826E284FF9,BAT_8F387AE8696F,payment,PAY_CF0200F47F95,,3604.10,70.28,12.65,3521.17,2026-09-10
SET_B1CBAF38B7AE,BAT_8F387AE8696F,payment,PAY_D323D456A115,,42864.64,835.86,150.45,41878.33,2026-09-10
SET_B2F2B0C41D00,BAT_7D9615074F92,payment,PAY_CC7E41D1B063,,557.22,0.00,0.00,557.22,2026-09-10
SET_B3A9FA9806B4,BAT_8F387AE8696F,payment,PAY_72D75D7FEDF1,,32669.45,0.00,0.00,32669.45,2026-09-10
SET_B3F5DD19CF23,BAT_6999AE747793,payment,PAY_7DAF8C0816B0,,7655.30,0.00,0.00,7655.30,2026-09-10
