payment_id,order_id,method,authorized,captured,status,captured_at
PAY_20F6762D3D19,ORD_FA8D2209BF36,upi,12085.82,12085.82,captured,2026-09-15
PAY_21FFE658312B,ORD_88A7D689C57F,upi,991.46, 545.51 ,partial,2026-09-15
PAY_22FD3D584736,ORD_06CEAD4B0C29,upi,21921.14,21921.14,captured,2026-09-15
PAY_232D41D003C8,ORD_0DAFF02FAD9F,card,17507.31,17507.31,captured,2026-09-15
PAY_248C4DE35A3A,ORD_1EE2F572C4AA,card,50294.35,50294.35,captured,2026-09-15
PAY_2791F2A6E63C,ORD_BF48E723DCAA,card,55304.42,55304.42,captured,2026-09-15
PAY_296B8374734E,ORD_E2CC8B43219C,upi,15342.90,15342.90,captured,2026-09-15
PAY_29938A7AD905,ORD_094909F1C5F4,card,1137.72,1137.72,captured,2026-09-15
PAY_29EB0442F59F,ORD_58C22764C236,card,38557.16,38557.16,captured,2026-09-15
PAY_2AC7880F37F2,ORD_9BC86D840ECC,upi,473.06,473.06,captured,2026-09-15
PAY_2AD1CED21DCE,ORD_D0F180AA3DC3,upi,812.79,812.79,captured,2026-09-15
PAY_2B1EE2659E5D,ORD_4EBC9774925D,card,1874.99,"1,874.99",captured,2026-09-15
PAY_2B8117CA3B06,ORD_BD86FD2692D4,netbanking,16076.71,16076.71,captured,2026-09-15
PAY_2D4D41D615BB,ORD_83FD6F29E589,netbanking,40417.66,40417.66,captured,2026-09-15
PAY_2D5E69CC3DCB,ORD_AF6EC46A976E,netbanking,20699.87,20699.87,captured,2026-09-15
PAY_2DB6E0416AB3,ORD_6A44EA1FFDD6,upi,15261.01,15261.01,captured,2026-09-15
PAY_3371B9F0F4D3,ORD_3D8E7208A738,upi,7470.43,7470.43,captured,2026-09-15
PAY_33DDF75AAF3C,ORD_A1EC3CBFEBED,card,517.23,517.23,captured,2026-09-15
PAY_35E937F62C87,ORD_85892D07C961,upi,7765.67,7765.67,captured,2026-09-15
PAY_3605C7E2A848,ORD_2EFDBD630E97,upi,2716.45,"2,716.45",captured,2026-09-15
PAY_36B3ECD767FB,ORD_0B3DC838F47E,card,23180.89,23180.89,captured,2026-09-15
PAY_3A7602E7BE22,ORD_DF6F5004909C,card,58648.17,58648.17,captured,2026-09-15
PAY_3B6554C92779,ORD_0D63A23744B3,netbanking,55670.01,55670.01,captured,2026-09-15
PAY_3CC7AB20A1FB,ORD_07D37AE85A0A,upi,2545.02, 2545.02 ,captured,2026-09-15
PAY_3D28CC7E59F8,ORD_950302DA9FBE,upi,6257.43,6257.43,captured,2026-09-15
PAY_3DC7C82B1738,ORD_93B444C26A09,card,5009.13, 5009.13 ,captured,2026-09-15
PAY_3EEB1B123346,ORD_DBA6B5ACD88E,upi,5043.89,5043.89,captured,2026-09-15
PAY_3FCF4381AA88,ORD_0B4EDA25DE78,upi,16473.89,16473.89,captured,2026-09-15
PAY_4069A8656D86,ORD_543DDF9B2B69,card,9803.50,9803.50,refunded,2026-09-15
PAY_412DEF5F4050,ORD_CC132777EECC,upi,22300.01,22300.01,captured,2026-09-15
PAY_42C9F5BC9017,ORD_1C121A580245,card,5851.30,5851.30,captured,2026-09-15
PAY_47434D0785DD,ORD_89232D3BA2B6,card,34193.12,"34,193.12",captured,2026-09-15
PAY_48C0F91AE18D,ORD_806E22761E8E,wallet,5051.27,5051.27,captured,2026-09-15
PAY_49D7FB17BB7C,ORD_DA14426DA579,netbanking,1704.83,"1,704.83",captured,2026-09-15
PAY_4A47205874EF,ORD_49C7F2A4E717,upi,12257.68,12257.68,captured,2026-09-15
PAY_4B0B9F7688D4,ORD_2378F34D4127,card,44104.74,44104.74,captured,2026-09-15
PAY_4D4203EC85FB,ORD_20B924E2E552,netbanking,21276.47,21276.47,captured,2026-09-15
PAY_4D8F60F95318,ORD_B4DB1ECE749E,upi,273.60,273.60,captured,2026-09-15
PAY_4DE6BD4410F1,ORD_0C1229B52238,upi,2073.62,2073.62,captured,2026-09-15
PAY_4E7C16DB343B,ORD_0E7540160579,card,9165.29,9165.29,captured,2026-09-15
PAY_4F1DE22D5F8F,ORD_774749429AD9,upi,4043.76,4043.76,captured,2026-09-15
PAY_4FF1712A93D2,ORD_B14BCCEDBC7C,upi,9406.27, 9406.27 ,captured,2026-09-15
PAY_50F8FDBEE0C9,ORD_B2FA2C3B2318,upi,5732.34,5732.34,captured,2026-09-15
PAY_51B0EA417E48,ORD_57041F15C727,netbanking,42210.34,42210.34,captured,2026-09-15
PAY_51D176E9CB1E,ORD_AFF247A419A7,wallet,700.90,700.90,captured,2026-09-15
PAY_551A328273E5,ORD_C82452EED96C,upi,15865.04,15865.04,captured,2026-09-15
PAY_5575C87A56E1,ORD_F24DA6BC6F0F,card,17182.52,"17,182.52",captured,2026-09-15
PAY_57EF6BE82A52,ORD_DD00C83CBD37,netbanking,44689.76,44689.76,captured,2026-09-15
PAY_5931D2903D3C,ORD_0DA24BDCF3A0,card,27414.75,27414.75,captured,2026-09-15
PAY_59793583C207,ORD_16DCCA6C333D,upi,1474.56,1474.56,captured,2026-09-15
PAY_5A0C96B03320,ORD_F49911C1FE14,card,8230.91,8230.91,captured,2026-09-15
PAY_5B3ED42AE4C2,ORD_863A1CA9967C,upi,55633.88,55633.88,captured,2026-09-15
PAY_5C8D9F88BC8B,ORD_C96476026A54,card,22932.86, 22932.86 ,captured,2026-09-15
PAY_5CBBD49FFFED,ORD_289391A45B5A,card,59529.31, 59529.31 ,captured,2026-09-15
PAY_5DC7A7DC8269,ORD_92E7F7899327,netbanking,43795.02,"43,795.02",captured,2026-09-15
PAY_5FF97497794F,ORD_AB0CE02336DE,netbanking,15779.76,15779.76,captured,2026-09-15
PAY_601D1B3EEC3A,ORD_B8D81F6814B1,wallet,1214.39,1214.39,captured,2026-09-15
PAY_60322809977E,ORD_EEB720ED8F83,upi,5620.86,3020.04,partial,2026-09-15
PAY_60AD896CBE75,ORD_357F158A402A,card,19234.50,19234.50,captured,2026-09-15
PAY_60BBC40ACA7B,ORD_505ED9031B00,upi,2304.15,2304.15,captured,2026-09-15
PAY_61601D261547,ORD_E007F9354477,upi,53962.42,53962.42,captured,2026-09-15
PAY_618B11E56627,ORD_AC035A1792AC,card,10254.41,10254.41,captured,2026-09-15
PAY_63A2CC550644,ORD_C4DA56C2620C,upi,7917.48,7917.48,captured,2026-09-15
PAY_643644B2382F,ORD_2BF63BA7AAAB,upi,24548.56,24548.56,captured,2026-09-15
PAY_64BB891E42BB,ORD_D6A1E9B0556C,upi,3719.54,3719.54,captured,2026-09-15
PAY_64FC58FB42E9,ORD_E99FC71F1E5E,netbanking,13058.13,13058.13,captured,2026-09-15
PAY_654E8329484E,ORD_3606547FCCA6,upi,19476.22,19476.22,captured,2026-09-15
PAY_676CC8F9A0AF,ORD_97395C5AB8D0,upi,22098.03,22098.03,captured,2026-09-15
PAY_6800044D99E3,ORD_F3AABECEB57C,card,55590.23,55590.23,captured,2026-09-15
PAY_68222BAB2FE1,ORD_027DC5B4A769,wallet,1153.75,1153.75,captured,2026-09-15
PAY_6EFD40263CD6,ORD_02C3331048F2,upi,17156.00,17156.00,captured,2026-09-15
PAY_6F52942F4210,ORD_BE618EEB039E,card,2805.93,2805.93,captured,2026-09-15
PAY_6F7217C1FAA1,ORD_B2BF9FDEA7F2,netbanking,12449.21,12449.21,captured,2026-09-15
PAY_6F9126B34178,ORD_3D015650F22F,upi,14155.77,14155.77,captured,2026-09-15
PAY_719B8CCE58D8,ORD_DFF6B3813BA3,card,48247.41,48247.41,captured,2026-09-15
PAY_723F38717E21,ORD_63867F557287,upi,4066.75,4066.75,captured,2026-09-15
PAY_73BABEC13333,ORD_60E0ED54F527,card,40065.77,40065.77,captured,2026-09-15
PAY_767A79D4A4D8,ORD_A56A7EBF3A6D,netbanking,44937.88,44937.88,captured,2026-09-15
PAY_787606EBD0F5,ORD_A8F87DD45529,card,52850.60,52850.60,captured,2026-09-15
PAY_7A8CADF8686F,ORD_6C5A745EA408,upi,2049.56,2049.56,captured,2026-09-15
PAY_7C24D58E2A4F,ORD_60931BBB0CA4,upi,5266.56,5266.56,captured,2026-09-15
PAY_8053F6ED2A69,ORD_440D76D6F0AB,upi,48822.84,48822.84,captured,2026-09-15
PAY_80A215A4B5B2,ORD_63B84C5021FA,card,17159.57,17159.57,captured,2026-09-15
PAY_816ABDB80244,ORD_7D3DD7414D42,card,5750.01,5750.01,captured,2026-09-15
PAY_820B00C315C2,ORD_835D474C326D,upi,41416.97,41416.97,captured,2026-09-15
PAY_824178D987E9,ORD_851FA0F18DC1,card,15375.07,15375.07,captured,2026-09-15
PAY_83284C0CF787,ORD_ED06DBD5BFCC,upi,3223.40,3223.40,captured,2026-09-15
PAY_83990825B22F,ORD_F5EA383ED1DE,upi,2263.69,"2,263.69",captured,2026-09-15
PAY_8407749373E1,ORD_9F56E7059657,card,8189.47,8189.47,captured,2026-09-15
PAY_84291546DD85,ORD_5ADC68C934D7,upi,454.07,454.07,captured,2026-09-15
PAY_86370819F873,ORD_BF4B2B3AA674,upi,15531.04,15531.04,captured,2026-09-15
PAY_8754F1675D30,ORD_A0B5120DAFEB,upi,488.39,488.39,captured,2026-09-15
PAY_87F2CB1EF898,ORD_0405662CD583,netbanking,45911.68,45911.68,captured,2026-09-15
PAY_887BA0ED6D05,ORD_917E1B1236CB,upi,22991.47,22991.47,captured,2026-09-15
PAY_89B3C25B6B16,ORD_6B9153CB009D,card,4954.05,4954.05,captured,2026-09-15
PAY_8B721F3139B5,ORD_82E5EF2EE4DA,card,6308.48,6308.48,captured,2026-09-15
PAY_8C7704FD2E10,ORD_C2F33A3230AF,card,14383.00,14383.00,captured,2026-09-15
PAY_8D21DB419696,ORD_FF6C112C989F,netbanking,17609.15,17609.15,refunded,2026-09-15
PAY_8DEF465F30DE,ORD_4CE9C2E67C07,upi,1630.20,1630.20,captured,2026-09-15
PAY_8EA720214E94,ORD_078883850310,netbanking,55478.60,55478.60,captured,2026-09-15
PAY_8ED96E943DF3,ORD_57B2596A8501,card,1201.06,1201.06,captured,2026-09-15
PAY_8F22B351A301,ORD_A6261E0076C4,wallet,52506.20,52506.20,captured,2026-09-15
PAY_8F2768FA7D36,ORD_8F5F156CAE53,upi,1937.91,1937.91,captured,2026-09-15
PAY_903FAD073ACA,ORD_A83921CCE54F,upi,228.93,228.93,captured,2026-09-15
PAY_9164BD214DCD,ORD_31EF24EE2EC8,upi,15545.79,15545.79,captured,2026-09-15
PAY_936139FF6AA5,ORD_FE1BA1242E0C,wallet,22549.40,22549.40,refunded,2026-09-15
PAY_93BAA4A56DA4,ORD_5DDB19FFB347,upi,17346.62,17346.62,captured,2026-09-15
PAY_93DE83CFF65C,ORD_72EC0E80197E,upi,22098.79,22098.79,captured,2026-09-15
PAY_958E89A70134,ORD_A22E81D0EC25,upi,23954.30,23954.30,captured,2026-09-15
PAY_9B56787782F8,ORD_39546A4489F0,upi,7852.05,7852.05,captured,2026-09-15
PAY_9BF6351D7DE6,ORD_A291FA285C39,upi,1075.76,1075.76,captured,2026-09-15
PAY_9C72D15EE1AA,ORD_0F935D006060,upi,22550.62,22550.62,captured,2026-09-15
PAY_9DDA35328A3B,ORD_BE84A0100FC5,upi,6163.07,6163.07,captured,2026-09-15
PAY_9EFE53F613E4,ORD_BF21F17C87D8,upi,7296.55,7296.55,captured,2026-09-15
PAY_A175EB721285,ORD_D5713914E1E3,upi,6034.98,6034.98,captured,2026-09-15
PAY_A261D2254C6D,ORD_A9613CFEF6F3,wallet,7746.46,7746.46,captured,2026-09-15
PAY_A42516AA3288,ORD_F4891971A9FB,upi,2678.80,2678.80,captured,2026-09-15
PAY_A48818B9C611,ORD_C3427B9DAEDF,card,20453.70,20453.70,captured,2026-09-15
PAY_A4B76A9F86EA,ORD_A8BF81648B5A,card,41121.75,41121.75,captured,2026-09-15
PAY_A60FEE194E18,ORD_EB76C6C58384,upi,4473.46,4473.46,captured,2026-09-15
PAY_A6B6DE12C61F,ORD_B212750DF832,card,14158.94,14158.94,captured,2026-09-15
PAY_A767DCD9F9C8,ORD_70DEA6648885,card,29302.34,29302.34,captured,2026-09-15
PAY_A8444D4CCDDB,ORD_69FF343A6D27,netbanking,18669.37,18669.37,captured,2026-09-15
PAY_AA798E16C01A,ORD_DB2685EB53F1,card,5653.31,5653.31,captured,2026-09-15
PAY_AA8003CB56F7,ORD_EA5A48FA571C,wallet,14860.67,14860.67,captured,2026-09-15
PAY_AC211522255B,ORD_0393E15239D5,netbanking,16015.08,16015.08,captured,2026-09-15
PAY_AF07D54FCA30,ORD_9A2B0DE4D7C9,card,21316.99,21316.99,captured,2026-09-15
PAY_AF36ED790785,ORD_93C28B479408,card,48899.29,48899.29,captured,2026-09-15
PAY_B09C42CA94C2,ORD_A8E2095253E6,card,44432.90,44432.90,captured,2026-09-15
PAY_B183BF229B95,ORD_8E84400DFE82,card,16688.32,"16,688.32",captured,2026-09-15
PAY_B19FE4156CA3,ORD_E2B19C97A89A,upi,4802.34,4802.34,captured,2026-09-15
PAY_B2001C63E60D,ORD_331EC81F968F,upi,20102.08,20102.08,captured,2026-09-15
PAY_B29BB690004B,ORD_61181B733846,card,44086.41,44086.41,captured,2026-09-15
PAY_B4DA5AE0BEF8,ORD_B27D7B0319EE,upi,5702.52,3136.70,partial,2026-09-15
PAY_B63DC560F93D,ORD_C0B9565CF820,card,36256.44,36256.44,refunded,2026-09-15
PAY_B728B93D4836,ORD_DBEEBA310EF9,card,54641.77,54641.77,captured,2026-09-15
PAY_B840618DCCC5,ORD_0B026E2F2427,upi,1637.85,1637.85,captured,2026-09-15
PAY_B92CB0E0CA85,ORD_A5B82FA6BCDF,card,12581.69,12581.69,captured,2026-09-15
PAY_B99F74762FBE,ORD_A244BB5B5BE7,card,33317.85,"33,317.85",captured,2026-09-15
PAY_BA61B2B38778,ORD_91629F1A6E43,netbanking,21896.96, 21896.96 ,captured,2026-09-15
PAY_BAAEADF531FF,ORD_77A4069E5103,netbanking,42015.07,42015.07,captured,2026-09-15
PAY_BD5B9C33E10E,ORD_67F32D459FC4,upi,32414.31,32414.31,captured,2026-09-15
PAY_BF0A045C80E5,ORD_20BEAA1EFB68,card,49919.32,49919.32,captured,2026-09-15
PAY_BF9ED54D06A4,ORD_24143EB62C3D,card,11880.54,11880.54,captured,2026-09-15
PAY_C0C3B3A3B210,ORD_2DD6A6DB8625,netbanking,46900.44,46900.44,captured,2026-09-15
PAY_C107ACFD653B,ORD_96695F12EEBA,card,34465.56, 34465.56 ,captured,2026-09-15
PAY_C18252F261C5,ORD_05302F166BA4,upi,555.73,443.23,partial,2026-09-15
PAY_C185DCB180CB,ORD_3CC1327778A6,wallet,7740.13, 7740.13 ,captured,2026-09-15
PAY_C2AAE5BAC48B,ORD_234DF710A1AF,card,4192.44,4192.44,captured,2026-09-15
PAY_C5C7F550EA05,ORD_4D98964457B7,card,751.06,751.06,captured,2026-09-15
PAY_C611728D73AA,ORD_4CDA0ED7833B,card,45707.45,45707.45,captured,2026-09-15
PAY_C8F4B5CF3ED1,ORD_A33884F7FDEA,card,16452.78,16452.78,captured,2026-09-15
PAY_CA3294CD3A6A,ORD_39C45D42EB8F,card,33228.52,33228.52,captured,2026-09-15
PAY_CAD62BA81196,ORD_B3E3AABFC50D,upi,1323.09,1323.09,captured,2026-09-15
PAY_CCB4F3B99BB3,ORD_B45B21C52A35,upi,4509.64,4509.64,captured,2026-09-15
PAY_CE1BCB8CCEC1,ORD_D1FEEF86ED13,upi,1024.92, 1024.92 ,captured,2026-09-15
PAY_CF70B491E990,ORD_D5720A2E47F4,upi,18866.57,18866.57,captured,2026-09-15
PAY_D0C232A83888,ORD_92D990A98D2B,upi,3101.09,"3,101.09",captured,2026-09-15
PAY_D37812BCE3A7,ORD_219F5766EB4D,wallet,3235.93,3235.93,captured,2026-09-15
PAY_D434CA93EA86,ORD_25D9DB06BC7A,upi,1389.94,1389.94,refunded,2026-09-15
PAY_D4A1472D9E5D,ORD_F8235599CC51,upi,2772.88,2772.88,captured,2026-09-15
PAY_D52A5CB5540F,ORD_8978EC2FF074,card,22170.95,"22,170.95",captured,2026-09-15
PAY_D63CDA11FEAD,ORD_AF50F0EC6519,card,6824.33,6824.33,captured,2026-09-15
PAY_D769584C216F,ORD_8D21F5E66A40,upi,4803.42,4803.42,captured,2026-09-15
PAY_D7FBC2BD2654,ORD_4550C403518D,card,2368.73,2368.73,captured,2026-09-15
PAY_D8335027DC86,ORD_41BAAC401375,card,20298.62,20298.62,captured,2026-09-15
PAY_D87242E57EC3,ORD_483A557A7DEC,wallet,2512.70,2512.7,captured,2026-09-15
PAY_DB076BC3EE98,ORD_537A2CE31D60,wallet,4292.02,4292.02,captured,2026-09-15
PAY_DB784E421613,ORD_916909F72187,card,10401.74,10401.74,captured,2026-09-15
PAY_DC32B177BECE,ORD_48F1F33C5988,netbanking,7451.06,7451.06,captured,2026-09-15
PAY_DCB69E2D03F7,ORD_E186D4EFF0E1,card,15749.58, 15749.58 ,captured,2026-09-15
PAY_DCFD681CC6B8,ORD_DA27AB2201EF,upi,5404.54,5404.54,captured,2026-09-15
PAY_DD3EFE9FC456,ORD_9B077E0A3EF0,card,15924.73,15924.73,captured,2026-09-15
PAY_DD82DB3ACCF9,ORD_6D5E1F256248,upi,6558.88,6558.88,captured,2026-09-15
PAY_E08C1E670655,ORD_BB2D8D868E49,wallet,23062.87,13800.39,partial,2026-09-15
PAY_E1A5F58BEEAF,ORD_EA256DD85221,upi,663.50,663.50,captured,2026-09-15
PAY_E1D5C8CC3EE8,ORD_7520F5780933,card,42613.42,42613.42,captured,2026-09-15
PAY_E29D083CE625,ORD_97AAC9537B5D,netbanking,41831.66,41831.66,captured,2026-09-15
PAY_E330FA8A6B1A,ORD_5BC60D71A665,card,7359.68,7359.68,refunded,2026-09-15
PAY_E385571A517F,ORD_5DECC84935BD,netbanking,6934.70,6934.70,captured,2026-09-15
PAY_E4750ADA9C2E,ORD_D7E57E7A2F33,upi,45214.65,45214.65,captured,2026-09-15
PAY_E4C393A25E40,ORD_BFCA0A1E2DD4,upi,7194.86,7194.86,captured,2026-09-15
PAY_E5040AB8072F,ORD_8BFC75451189,card,3334.45,3334.45,captured,2026-09-15
PAY_E5D98F3343CC,ORD_5B3343380FA9,card,15459.98,15459.98,captured,2026-09-15
PAY_E5E0E56E3273,ORD_FCDFA9C3EB83,card,4465.97,1993.05,partial,2026-09-15
PAY_E679B3ED91C4,ORD_5BB1656B3DD7,card,21381.87, 21381.87 ,captured,2026-09-15
PAY_E6A71180D854,ORD_6D9E890C0C44,netbanking,27197.06,27197.06,captured,2026-09-15
PAY_E72F94E7C2DE,ORD_A2F67D1D8642,upi,6100.09,6100.09,captured,2026-09-15
PAY_E794A809F75A,ORD_875371D1D715,upi,3376.19,3376.19,captured,2026-09-15
PAY_E8C6268EB951,ORD_1D9BC96780A6,card,4670.33,4670.33,captured,2026-09-15
PAY_E968C2DBBB23,ORD_359D0C717B42,card,24218.43,"24,218.43",captured,2026-09-15
PAY_EA98ECEE205E,ORD_BF4601ACE062,upi,837.05,837.05,captured,2026-09-15
PAY_EB748304AAA0,ORD_F579EC32CC8B,upi,405.52,405.52,captured,2026-09-15
PAY_EB834E54FFAB,ORD_5F37B559119C,card,2034.43,1330.49,partial,2026-09-15
PAY_EDDA91DD2B8C,ORD_4800641DB2FC,upi,5417.65,5417.65,captured,2026-09-15
PAY_F0FD6B0716B6,ORD_E91CC7418B0D,upi,3539.32,3539.32,captured,2026-09-15
PAY_F160258D44E6,ORD_ECC8D90C9D82,card,23008.51,23008.51,captured,2026-09-15
PAY_F299D3D45026,ORD_71DA34604554,wallet,5396.35,5396.35,captured,2026-09-15
PAY_F2CD5508932B,ORD_36310EA16C48,card,2791.31,2791.31,captured,2026-09-15
PAY_F2D64F4511A2,ORD_A91037B3921B,card,2339.77,2339.77,refunded,2026-09-15
PAY_F3B0215E5D61,ORD_9BE0C246CCF5,card,20332.45,20332.45,captured,2026-09-15
PAY_F447448E8F34,ORD_0B04CBE1919F,upi,19253.03,19253.03,captured,2026-09-15
PAY_F48C04FBFCF4,ORD_0952CC8B26AA,card,1064.26,1064.26,captured,2026-09-15
PAY_F5D082BC4E80,ORD_664EE908E767,upi,3337.33,3337.33,captured,2026-09-15
PAY_F671AC386B96,ORD_D736196E194A,upi,7253.18,7253.18,captured,2026-09-15
PAY_F6D0F51CB254,ORD_7FB2059DD411,upi,3934.37, 3934.37 ,captured,2026-09-15
PAY_F850F8593F31,ORD_9AA1D6D0455D,upi,27119.34,27119.34,captured,2026-09-15
PAY_F86707EE2EC9,ORD_1C56ECB4416F,upi,4566.42,4566.42,captured,2026-09-15
PAY_FA4412DFEBF7,ORD_98EF6A0361EB,card,7591.20,7591.20,captured,2026-09-15
PAY_FBEC7D5F791B,ORD_0E04D80D1AA7,card,17136.38,"17,136.38",captured,2026-09-15
PAY_FD683D8BFDB2,ORD_AD6A23C3F0DE,upi,13075.95,13075.95,captured,2026-09-15
PAY_FDAEE774C8D8,ORD_A3CB08142781,upi,7246.89,7246.89,refunded,2026-09-15
PAY_FF2786017379,ORD_3F7C64C05338,upi,2086.30,2086.30,captured,2026-09-15
