payment_id,order_id,method,authorized,captured,status,captured_at
PAY_2D92738CD5AD,ORD_6B24DACB4DA2,card,12937.28,"12,937.28",captured,2026-09-12
PAY_2DF0EDABC6F5,ORD_FE3E7697ED40,upi,1722.62,1722.62,captured,2026-09-12
PAY_30201B683252,ORD_9A4309ED8DFA,card,3011.63,3011.63,captured,2026-09-12
PAY_306F9FABF82F,ORD_461C258139C7,netbanking,5863.65,5863.65,captured,2026-09-12
PAY_3143070C4FE0,ORD_8A4DC793CD9A,netbanking,5849.98,5849.98,captured,2026-09-12
PAY_356C0F8A5049,ORD_03A849E6B641,upi,4688.21,4688.21,captured,2026-09-12
PAY_35E042292A2C,ORD_496B684EBB7A,wallet,1445.70,1445.70,captured,2026-09-12
PAY_35E6FE0B90F7,ORD_45CF1EB1583C,card,20894.85,20894.85,captured,2026-09-12
PAY_367CC817A744,ORD_FA3065BAFA9A,upi,1677.32,1677.32,captured,2026-09-12
PAY_371E617659A6,ORD_B07813DF8A83,card,45541.76,45541.76,captured,2026-09-12
PAY_37EEDC542817,ORD_31E619B38272,card,47703.67,47703.67,captured,2026-09-12
PAY_381F7065F815,ORD_50B28EC1E47E,upi,4772.66,4772.66,captured,2026-09-12
PAY_3A10E2D1CA9C,ORD_F75208F30582,card,40666.31,40666.31,captured,2026-09-12
PAY_3B630958CBAA,ORD_9AC3197C8858,upi,21538.81,21538.81,captured,2026-09-12
PAY_3B9E674D3BD4,ORD_C4F39EBA04C0,card,10964.33,10964.33,captured,2026-09-12
PAY_3D272736D9F5,ORD_2BCA1963C26E,card,27169.17,27169.17,captured,2026-09-12
PAY_3E480989FB66,ORD_D67A8B325953,upi,2114.56,2114.56,refunded,2026-09-12
PAY_3E5313EBB8C1,ORD_09B865CBD925,card,24391.32,24391.32,captured,2026-09-12
PAY_3EE6819D5D39,ORD_4298838A08E4,card,6558.88,6558.88,captured,2026-09-12
PAY_418648987DDE,ORD_2363927223AE,netbanking,56595.04,56595.04,captured,2026-09-12
PAY_41F921EBB9A1,ORD_747A9825F1D3,upi,5557.04,5557.04,captured,2026-09-12
PAY_425555BC1168,ORD_C34266595B5F,netbanking,1286.03,1286.03,captured,2026-09-12
PAY_427D09E53A74,ORD_A620E6AF795B,card,10579.30,10579.30,captured,2026-09-12
PAY_44329123A555,ORD_CC9674CC4346,card,54533.97,54533.97,captured,2026-09-12
PAY_44969710A861,ORD_43C875B54DFE,card,1721.18,1721.18,captured,2026-09-12
PAY_45F7888AB6B4,ORD_78A2F6B15948,netbanking,18552.63,18552.63,captured,2026-09-12
PAY_49A12F9F3F36,ORD_DDD484C6308D,netbanking,23076.54,23076.54,captured,2026-09-12
PAY_4AE810331813,ORD_5B0CE8472B1F,card,9250.87,9250.87,captured,2026-09-12
PAY_4BECFB569946,ORD_CFB7FDC54788,card,43057.81,43057.81,refunded,2026-09-12
PAY_4C0B3CB7C2EC,ORD_B59935A152E0,card,37002.09,37002.09,captured,2026-09-12
PAY_516BA1FC1913,ORD_0950EDFBE1EB,upi,9751.25,9751.25,captured,2026-09-12
PAY_51A909572CB8,ORD_2BB3C727A9B3,card,22611.97,22611.97,captured,2026-09-12
PAY_51F1C470BB02,ORD_BD230F5698FA,card,16139.28,16139.28,captured,2026-09-12
PAY_524D1D78DB70,ORD_3B1713B9168D,wallet,2805.17,2805.17,captured,2026-09-12
PAY_52C018C52444,ORD_7CAC1004DE92,wallet,4066.46,4066.46,captured,2026-09-12
PAY_563AF7F91B2C,ORD_7FB554D58215,netbanking,2857.81,2857.81,captured,2026-09-12
PAY_56865B0A3625,ORD_0CFE48968A49,wallet,42242.93,42242.93,captured,2026-09-12
PAY_573A9EBD0DBD,ORD_7AD23C4DEF76,card,4354.69,4354.69,captured,2026-09-12
PAY_5AE8178BECDD,ORD_578575216143,card,32136.10,32136.10,captured,2026-09-12
PAY_5AF0E8F9E3DA,ORD_4DF761F378FC,wallet,3786.37,3786.37,captured,2026-09-12
PAY_5BC892A066C8,ORD_F27F0D71326D,upi,4309.07,4309.07,captured,2026-09-12
PAY_5BCB714F2A83,ORD_87E4B48306FE,wallet,21851.64,21851.64,captured,2026-09-12
PAY_5D0A17416C09,ORD_6F4BF08B875B,netbanking,47391.98,47391.98,captured,2026-09-12
PAY_5E84E1155277,ORD_471A69449486,card,21194.97,21194.97,captured,2026-09-12
PAY_5EA139A06768,ORD_BEF7CB0C9826,card,5755.49,5755.49,captured,2026-09-12
PAY_5F56136E086B,ORD_B01C16B6AD67,card,17511.72,17511.72,captured,2026-09-12
PAY_5FAFCE476B1B,ORD_88D4AC6F932F,upi,2795.35,2795.35,captured,2026-09-12
PAY_601F779303A5,ORD_F817B05E4D9F,card,4262.86,"4,262.86",captured,2026-09-12
PAY_613A493C58F8,ORD_657DC6E77696,upi,5360.28,5360.28,captured,2026-09-12
PAY_62556C03841A,ORD_87F39E0F15A1,card,22727.21,22727.21,captured,2026-09-12
PAY_62FF04C524D8,ORD_E3D5B6B586A0,card,8892.85,8892.85,captured,2026-09-12
PAY_63D7CD980030,ORD_F975E0601904,card,19657.21,19657.21,captured,2026-09-12
PAY_63DB27FCA8B7,ORD_BE1E8976DA3F,netbanking,11712.55,11712.55,captured,2026-09-12
PAY_65E64FE9FB76,ORD_E368445F3B9F,card,22748.65, 22748.65 ,captured,2026-09-12
PAY_65F27BA808C2,ORD_A126405966A4,card,41672.11,14065.37,partial,2026-09-12
PAY_66A152B669C8,ORD_470DF26DB544,upi,6465.80,6465.80,captured,2026-09-12
PAY_6749EDE9AC4C,ORD_D4C86C0907F7,upi,6106.06,6106.06,captured,2026-09-12
PAY_676CAEFB2A0A,ORD_6B3D29BD488D,upi,13101.57,13101.57,captured,2026-09-12
PAY_683F6C240EB3,ORD_197E379F9F69,upi,7781.80,7781.80,captured,2026-09-12
PAY_68EB0EF28427,ORD_13EB0F244D93,upi,14931.56,14931.56,captured,2026-09-12
PAY_693D0BF3CEF6,ORD_FD690615304F,card,55737.97,55737.97,captured,2026-09-12
PAY_69710322A147,ORD_EC3BA50D3977,upi,13883.56,13883.56,captured,2026-09-12
PAY_6A0F63C4722E,ORD_71AD86F43849,card,6690.62,6690.62,captured,2026-09-12
PAY_6AB6FCD25EB8,ORD_B634C1CEF613,upi,4890.32,4890.32,captured,2026-09-12
PAY_6BDD095CFB89,ORD_7DAEC0809FB4,card,2881.90,2881.90,captured,2026-09-12
PAY_6C09ED9CDBB9,ORD_1D272114D639,netbanking,55698.06,55698.06,captured,2026-09-12
PAY_6E2A0643F5FA,ORD_4AE0608D398A,netbanking,12384.09,12384.09,captured,2026-09-12
PAY_6E2C5D88CB27,ORD_E7486CE70143,wallet,19807.84,19807.84,captured,2026-09-12
PAY_6E7981CEF03C,ORD_6FBF15B03873,wallet,17895.74,17895.74,captured,2026-09-12
PAY_6E936E3B954A,ORD_584A62E81D47,upi,1921.88,1921.88,captured,2026-09-12
PAY_715E24DAF645,ORD_6338B61E4D67,card,54455.40,54455.40,captured,2026-09-12
PAY_716CEE017093,ORD_E4A40EF4247A,upi,7043.67,7043.67,captured,2026-09-12
PAY_71F89CE903EB,ORD_2E680155B83D,wallet,46396.03,46396.03,captured,2026-09-12
PAY_7271C5925A4D,ORD_CCA93348C97D,upi,5099.20,5099.20,captured,2026-09-12
PAY_73BDE9B4FE8C,ORD_00FC1860C4D8,netbanking,37070.02,37070.02,captured,2026-09-12
PAY_73CCAFC2615F,ORD_011ACE07467F,upi,4596.61,4596.61,captured,2026-09-12
PAY_744561027777,ORD_72F8186C4CF0,upi,2200.95,2200.95,captured,2026-09-12
PAY_775C537335F8,ORD_9CF2796C3932,netbanking,12984.91,12984.91,captured,2026-09-12
PAY_780690EEE49A,ORD_FA27612A9F64,card,18962.11,18962.11,captured,2026-09-12
PAY_7940DB59552A,ORD_12EC41F5E8B9,card,15595.80,15595.80,captured,2026-09-12
PAY_7B771BF55E75,ORD_785C6E576946,wallet,1263.14,1263.14,captured,2026-09-12
PAY_7BB61ECF422B,ORD_336877F2DB14,card,7386.33,7386.33,captured,2026-09-12
PAY_7C96F552054E,ORD_B028FB8ABBC2,upi,6646.68,6646.68,captured,2026-09-12
PAY_7F406D056A22,ORD_88C6FB2DEA07,card,7615.56,7615.56,captured,2026-09-12
PAY_7FB9863EEADB,ORD_6A47D041924A,upi,21352.67,"21,352.67",captured,2026-09-12
PAY_806E3AB40DD5,ORD_47E316F2AA78,upi,2684.59,2684.59,captured,2026-09-12
PAY_8141E156BCB6,ORD_0BF90CC40B80,upi,6955.13,6955.13,captured,2026-09-12
PAY_82C7792B74B2,ORD_3E1ED4E44C78,upi,6736.39,6736.39,captured,2026-09-12
PAY_844C36A290C5,ORD_C3AAF31128F6,netbanking,7229.62,7229.62,captured,2026-09-12
PAY_84CE99AC67A1,ORD_11CD6C163175,netbanking,56113.36,56113.36,captured,2026-09-12
PAY_85026F5BC6C3,ORD_88D410504D49,upi,1485.42,1485.42,captured,2026-09-12
PAY_851F61EE2686,ORD_EB3949691002,card,4671.57,4671.57,captured,2026-09-12
PAY_86CC96C26658,ORD_0F205AAFD0A4,upi,40692.26,40692.26,captured,2026-09-12
PAY_86D45B95AB1E,ORD_64A8BA96D55F,card,34886.93,34886.93,captured,2026-09-12
PAY_8728D000E4E4,ORD_649EFE633F51,netbanking,8488.36,8488.36,captured,2026-09-12
PAY_874F63D4EB1B,ORD_71AF7538C708,card,47235.31,47235.31,captured,2026-09-12
PAY_876D0BA8DCD0,ORD_945EA44BF5C8,upi,20769.60,20769.60,captured,2026-09-12
PAY_87C097A28716,ORD_087217CB515F,card,1166.35,1166.35,captured,2026-09-12
PAY_87D2C0268CFD,ORD_85FD973F2656,upi,2502.72,2502.72,captured,2026-09-12
PAY_87D9C40F5749,ORD_A799FDED5271,card,1914.61,1914.61,captured,2026-09-12
PAY_880662C966EC,ORD_B22CDCCC3D1F,upi,7692.38,7692.38,captured,2026-09-12
PAY_884E7F2BD5D5,ORD_B370D5456DF4,card,6500.70,6500.70,captured,2026-09-12
PAY_8916E17B2F25,ORD_DAA15A7BA5DC,upi,6836.29,6836.29,captured,2026-09-12
PAY_8A74E0DD55F7,ORD_B9DC7A3E633D,upi,13831.49,13831.49,captured,2026-09-12
PAY_8C4CD5C0BBF6,ORD_49B726328763,upi,3783.71,3783.71,captured,2026-09-12
PAY_8CBB6A1479B9,ORD_5194A62DCF77,upi,1511.20,1511.20,captured,2026-09-12
PAY_8D2DE8FC903B,ORD_C7C3C32EE400,upi,17586.43,17586.43,captured,2026-09-12
PAY_8D7388C49724,ORD_B147F57B0F97,card,34540.33,34540.33,captured,2026-09-12
PAY_8DF11DBF8453,ORD_BBCF9F22873F,card,10297.93,10297.93,captured,2026-09-12
PAY_8E1751236CA8,ORD_679A008168FB,upi,26644.38,26644.38,captured,2026-09-12
PAY_8E6B76EF1AE7,ORD_27FC117FA7D1,netbanking,24122.17,24122.17,captured,2026-09-12
PAY_90EAA01526A5,ORD_52CAAD7AF784,wallet,7580.64,7580.64,captured,2026-09-12
PAY_95E5937822CF,ORD_E5CED5BD4375,upi,7940.89,7940.89,captured,2026-09-12
PAY_9723EDFF6467,ORD_CD114F5375B3,netbanking,10807.40,10807.40,refunded,2026-09-12
PAY_9920BACF3266,ORD_C62D245D7209,card,15975.16,15975.16,captured,2026-09-12
PAY_9A7ADEB7CA20,ORD_B5FB630498DF,upi,16059.53,16059.53,captured,2026-09-12
PAY_9B70BAAFE752,ORD_1449209146DE,card,3631.99,3631.99,captured,2026-09-12
PAY_9B7BA8AC1F68,ORD_AC53B8957CE9,upi,917.03,917.03,captured,2026-09-12
PAY_9D3E9ED1E534,ORD_B70E8337A165,upi,22233.92,22233.92,refunded,2026-09-12
PAY_9EA75EB415E3,ORD_06F283B6532B,wallet,16890.14,16890.14,captured,2026-09-12
PAY_9FC6BDF5E3CC,ORD_1443851F8CC5,upi,5761.05,5761.05,captured,2026-09-12
PAY_A041D488FA8C,ORD_92FEB8763C14,upi,22076.41,22076.41,captured,2026-09-12
PAY_A057E25E90E3,ORD_43F73FCC0F2F,wallet,7538.43,7538.43,captured,2026-09-12
PAY_A180E5371664,ORD_8A62EA6799FB,card,3162.92,3162.92,captured,2026-09-12
PAY_A270E8A8F684,ORD_5C0A5A78B15D,card,13854.96,13854.96,captured,2026-09-12
PAY_A3ACBF83DBCC,ORD_7E3CDC5721C8,upi,12464.67,"12,464.67",captured,2026-09-12
PAY_A542B34058D6,ORD_154FFE99E0C1,card,6412.21,6412.21,captured,2026-09-12
PAY_A66231561515,ORD_689F3DABDC93,upi,2908.28,2908.28,captured,2026-09-12
PAY_A871560E18C1,ORD_4B5E1916C5D0,card,53204.49,53204.49,refunded,2026-09-12
PAY_A888D7691018,ORD_B93F7D5FEC2D,upi,2952.29,2952.29,captured,2026-09-12
PAY_A9925CE921E6,ORD_ED830693CE15,card,42912.34,42912.34,captured,2026-09-12
PAY_AADE1E7D5646,ORD_2FE48012CA35,netbanking,42202.53,42202.53,refunded,2026-09-12
PAY_ABB85E7657BA,ORD_A649353092AE,card,5894.00,5894.00,captured,2026-09-12
PAY_ABEDBFDC8771,ORD_C5CA5BA5CF72,card,31569.06,31569.06,refunded,2026-09-12
PAY_AD0181DC3369,ORD_F3E25F41C1F3,upi,1535.40,1535.40,captured,2026-09-12
PAY_AD084369CB80,ORD_E0F832B4AAF4,card,3169.45,2417.37,partial,2026-09-12
PAY_AE790A005384,ORD_E8C20F92FDA5,card,4299.13,4299.13,captured,2026-09-12
PAY_AEE0735E1DEE,ORD_F1CCE56015A3,card,4051.60,4051.60,captured,2026-09-12
PAY_AF5258050D40,ORD_FCA564F2B107,upi,50580.11,50580.11,captured,2026-09-12
PAY_AF8F6E509686,ORD_A9ABC201BDCD,card,5747.06,5747.06,captured,2026-09-12
PAY_B0D8BB648451,ORD_7D3B621E214D,card,7716.29,7716.29,captured,2026-09-12
PAY_B33BEAB46019,ORD_C6E170366073,upi,38393.64,38393.64,refunded,2026-09-12
PAY_B3927DEF9D6F,ORD_C58F7B63076C,upi,3469.44,3469.44,captured,2026-09-12
PAY_B3A1C13311C1,ORD_321CFECEEC11,upi,1433.18,1433.18,captured,2026-09-12
PAY_B473211B1D9E,ORD_54D476CFF6F8,card,19743.03,19743.03,captured,2026-09-12
PAY_B651C4864166,ORD_AB206A29EEB9,card,42416.34,42416.34,captured,2026-09-12
PAY_B9108372354E,ORD_A073C1986FCB,card,42272.51,42272.51,captured,2026-09-12
PAY_B9ABE0BEDCB5,ORD_0D22964F53D5,upi,7774.20,7774.20,captured,2026-09-12
PAY_BC2028E50837,ORD_C7E4F31911E9,wallet,37736.43,37736.43,captured,2026-09-12
PAY_BC3EEAA24939,ORD_239C7B200D05,upi,3569.10,3569.10,captured,2026-09-12
PAY_BCEFFAC23D52,ORD_52530DF6C1D9,card,6659.37,6659.37,captured,2026-09-12
PAY_BF4E40852776,ORD_591522B42426,upi,6333.02,"6,333.02",captured,2026-09-12
PAY_C03D452952BF,ORD_E4B6648F7FD5,upi,6002.88,6002.88,captured,2026-09-12
PAY_C19253B29947,ORD_0DCC5CDFD6F4,upi,2819.74,2819.74,captured,2026-09-12
PAY_C51C09342893,ORD_092C3762BF1C,upi,5081.24,5081.24,captured,2026-09-12
PAY_C573C9D2F268,ORD_55814A257C48,card,12359.92,12359.92,captured,2026-09-12
PAY_C63B019C8F58,ORD_8FAC57D0036A,card,44940.49,44940.49,captured,2026-09-12
PAY_C6B013FBEF55,ORD_55251E294E1C,card,19511.95, 19511.95 ,captured,2026-09-12
PAY_C7AD533BD9DC,ORD_60AEDCFF6E8C,upi,16078.09,16078.09,captured,2026-09-12
PAY_CA59D22A3B4C,ORD_991BFFE8E060,card,2332.67,2332.67,captured,2026-09-12
PAY_CAB100566469,ORD_7D607926BFA3,card,3988.85,3988.85,captured,2026-09-12
PAY_CB93C81C96BB,ORD_5D03C931273A,card,58330.18, 58330.18 ,captured,2026-09-12
PAY_CC96E0FD795A,ORD_C79D5140198C,card,5947.11,5947.11,captured,2026-09-12
PAY_CD930DD1C623,ORD_836474C7B291,upi,18799.90,18799.90,captured,2026-09-12
PAY_CEE749601154,ORD_8D677382ABB5,card,45397.00,45397.00,captured,2026-09-12
PAY_D055B9AC4546,ORD_412678C1E014,upi,3547.25,3547.25,captured,2026-09-12
PAY_D07A72FBF10D,ORD_D4521C3F8B54,netbanking,20075.09,20075.09,captured,2026-09-12
PAY_D0C590CFC7F3,ORD_D796E21CB70C,card,4522.84,4522.84,captured,2026-09-12
PAY_D1634FD4964E,ORD_A1A168DE615B,upi,19748.08,19748.08,captured,2026-09-12
PAY_D2143F73E667,ORD_E62B017D4F43,netbanking,8129.73,8129.73,captured,2026-09-12
PAY_D23DEA97905D,ORD_562B78FA0E04,netbanking,30560.53,30560.53,captured,2026-09-12
PAY_D35CBCB55DD7,ORD_93FE027A8490,card,57784.22,57784.22,captured,2026-09-12
PAY_D46FBDADF5B9,ORD_305E068942B4,card,16290.63, 16290.63 ,captured,2026-09-12
PAY_D4BBBC9EF5B1,ORD_C4123B2AB52C,card,2164.19,2164.19,captured,2026-09-12
PAY_D702707A1287,ORD_CB9726B5A1E4,card,17579.89,17579.89,refunded,2026-09-12
PAY_D7703981F080,ORD_287E4E29FC1C,upi,2885.37,2885.37,captured,2026-09-12
PAY_D78210FEFC5A,ORD_5DAD1827F6FF,card,4513.59, 4513.59 ,captured,2026-09-12
PAY_D824EA1A52F7,ORD_4C1183597C8F,upi,2888.95,2888.95,captured,2026-09-12
PAY_D8A8C21283ED,ORD_E3B9F15E676F,card,51125.53,51125.53,captured,2026-09-12
PAY_D8BB6D87992B,ORD_58E2197430CE,card,7299.75,7299.75,captured,2026-09-12
PAY_D8E250D9BFE2,ORD_406A1B5D724E,wallet,19540.93,19540.93,captured,2026-09-12
PAY_D9A6D7320EB7,ORD_9497B0D83321,upi,6129.05,6129.05,captured,2026-09-12
PAY_DA826FA52FF7,ORD_7E9D070C90A4,upi,1294.46,1294.46,captured,2026-09-12
PAY_DAAAF9BAA0CB,ORD_87A71FC87621,card,51125.53,51125.53,captured,2026-09-12
PAY_DAC33DFACABC,ORD_EC0EE7F1495A,upi,1181.86,1181.86,captured,2026-09-12
PAY_DEB74EF53B6B,ORD_33B9DB044DB7,wallet,764.79,764.79,captured,2026-09-12
PAY_E0786E22CDE0,ORD_3E2C33A69BEF,upi,50959.61,50959.61,refunded,2026-09-12
PAY_E0D9B580400E,ORD_91248F2170C5,card,8541.59,8541.59,captured,2026-09-12
PAY_E2311DCA04E4,ORD_5E58FC6BDDD8,card,28332.57,28332.57,captured,2026-09-12
PAY_E39C42529905,ORD_21A8839C4D09,netbanking,49780.54,49780.54,captured,2026-09-12
PAY_E3A79A9C7F51,ORD_5D8E17EB0DFF,upi,2164.82,2164.82,captured,2026-09-12
PAY_E411582DE9C9,ORD_443C344632F8,wallet,3103.20,3103.20,captured,2026-09-12
PAY_E54FD5EB262D,ORD_D0BCB23ECAC7,upi,366.50,366.50,refunded,2026-09-12
PAY_E567D0663872,ORD_F39145080D38,netbanking,57575.72,57575.72,captured,2026-09-12
PAY_E8527585AB6A,ORD_1022756373FE,upi,5691.76,5691.76,captured,2026-09-12
PAY_E8D9A32386F6,ORD_86E7C760BFF3,netbanking,9298.57,9298.57,captured,2026-09-12
PAY_E8EB0DCD72D5,ORD_C240B1C16131,upi,337.92,337.92,captured,2026-09-12
PAY_E93ACE141B26,ORD_9F85BDB144BB,upi,2666.13,2666.13,captured,2026-09-12
PAY_E99A0717AE99,ORD_AE6EA7C261FD,card,5732.36,5732.36,captured,2026-09-12
PAY_EB9277133CBE,ORD_C94E09F01839,upi,44754.11,44754.11,captured,2026-09-12
PAY_ED27A618B813,ORD_A98235B84F43,card,23810.68,23810.68,captured,2026-09-12
PAY_ED38145497B1,ORD_6FD4115BFCD3,card,7758.70,7758.70,captured,2026-09-12
PAY_EEC01112101C,ORD_4D6AFB6B0486,upi,2515.33,2515.33,captured,2026-09-12
PAY_EF3BEEB5A0A9,ORD_2770BE1E2F7D,card,3634.38,3634.38,captured,2026-09-12
PAY_EFE301E0E907,ORD_D7A5F8B3B765,upi,911.83,911.83,captured,2026-09-12
PAY_F11C84976C06,ORD_EE0873C3BE76,card,43145.57,43145.57,refunded,2026-09-12
PAY_F125E4140004,ORD_3EC8219EFA6C,card,10516.05,10516.05,captured,2026-09-12
PAY_F1A5B324CFE4,ORD_DD7A1BA7F146,upi,7254.62,7254.62,captured,2026-09-12
PAY_F4650DA90AA5,ORD_0B089C95FA42,wallet,645.03,645.03,refunded,2026-09-12
PAY_F48739657E2A,ORD_D84D74BACE56,netbanking,21117.19,21117.19,captured,2026-09-12
PAY_F4A59FAFCA33,ORD_B99A9651F401,card,1245.24,1245.24,captured,2026-09-12
PAY_F631FB53646C,ORD_0B1CF45593DC,upi,2666.16,2666.16,captured,2026-09-12
PAY_F6BC397D556F,ORD_1820633CEF48,card,21852.58,21852.58,captured,2026-09-12
PAY_F81D8C8E3AAA,ORD_0DF0F95BE9CA,upi,22372.90,22372.90,captured,2026-09-12
PAY_F821E8A187EF,ORD_D2E3D657F0BF,card,50842.52,50842.52,refunded,2026-09-12
PAY_F89BE15FDAE4,ORD_398C89C47857,wallet,5720.93,5720.93,captured,2026-09-12
PAY_F8EDCAB75BD6,ORD_5C50C00093F3,netbanking,55305.82,55305.82,refunded,2026-09-12
PAY_F91ACEDB62DC,ORD_D9BF8E3B89ED,card,3989.86,3989.86,captured,2026-09-12
PAY_FB3913EE8EA7,ORD_158BD1E44373,upi,6682.17,6682.17,captured,2026-09-12
PAY_FC7B2556E098,ORD_FED2B7CC7FB9,card,25653.88,25653.88,captured,2026-09-12
PAY_FDE8326D1963,ORD_E0EB4D7FC5A7,netbanking,32484.98,32484.98,captured,2026-09-12
PAY_FE2D82F32727,ORD_6C8AB64A559C,upi,19299.56,19299.56,captured,2026-09-12
